지방청,관서,발생건수(2010년)
서울,서울지방경찰청,17 
서울,서울중부경찰서,9378 
서울,서울종로경찰서,6229 
서울,서울남대문경찰서,6634 
서울,서울서대문경찰서,10017 
서울,서울혜화경찰서,6354 
서울,서울용산경찰서,9137 
서울,서울성북경찰서,6918 
서울,서울동대문경찰서,13331 
서울,서울마포경찰서,13258 
서울,서울영등포경찰서,19118 
서울,서울성동경찰서,8706 
서울,서울동작경찰서,11999 
서울,서울광진경찰서,13069 
서울,서울서부경찰서,4761 
서울,서울강북경찰서,10887 
서울,서울금천경찰서,9694 
서울,서울중랑경찰서,14624 
서울,서울강남경찰서,21247 
서울,서울관악경찰서,14648 
서울,서울강서경찰서,16513 
서울,서울강동경찰서,11912 
서울,서울종암경찰서,5060 
서울,서울구로경찰서,13168 
서울,서울서초경찰서,15649 
서울,서울양천경찰서,11852 
서울,서울송파경찰서,19253 
서울,서울노원경찰서,12017 
서울,서울방배경찰서,5246 
서울,서울은평경찰서,7290 
서울,서울도봉경찰서,7749 
서울,서울수서경찰서,12511 
부산,부산지방경찰청,7 
부산,부산중부경찰서,5272 
부산,부산동래경찰서,10864 
부산,부산영도경찰서,3961 
부산,부산동부경찰서,6206 
부산,부산진경찰서,17737 
부산,부산서부경찰서,4295 
부산,부산남부경찰서,12187 
부산,부산해운대경찰서,16809 
부산,부산사상경찰서,9443 
부산,부산금정경찰서,9590 
부산,부산사하경찰서,9253 
부산,부산연제경찰서,8748 
부산,부산강서경찰서,5063 
부산,부산북부경찰서,7666 
부산,부산기장경찰서,174 
대구,대구중부경찰서,7732 
대구,대구동부경찰서,13225 
대구,대구서부경찰서,11757 
대구,대구남부경찰서,8679 
대구,대구북부경찰서,14899 
대구,대구수성경찰서,14406 
대구,대구달서경찰서,9223 
대구,대구성서경찰서,12095 
대구,대구달성경찰서,4351 
인천,인천중부경찰서,7080 
인천,인천남부경찰서,16285 
인천,인천남동경찰서,13979 
인천,인천부평경찰서,8181 
인천,인천삼산경찰서,7986 
인천,인천서부경찰서,11759 
인천,인천계양경찰서,10735 
인천,인천연수경찰서,7258 
인천,인천강화경찰서,1871 
광주,광주동부경찰서,7836 
광주,광주서부경찰서,14824 
광주,광주남부경찰서,7642 
광주,광주북부경찰서,18260 
광주,광주광산경찰서,13493 
대전,대전중부경찰서,10291 
대전,대전동부경찰서,9105 
대전,대전서부경찰서,6904 
대전,대전대덕경찰서,8317 
대전,대전둔산경찰서,14441 
울산,울산중부경찰서,12417 
울산,울산남부경찰서,15689 
울산,울산동부경찰서,5818 
울산,울산울주경찰서,7392 
경기,경기지방경찰청,51 
경기,경기수원중부경찰서,12692 
경기,경기수원남부경찰서,14910 
경기,경기수원서부경찰서,9766 
경기,경기안양동안경찰서,11799 
경기,경기안양만안경찰서,3633 
경기,경기군포경찰서,5614 
경기,경기성남수정경찰서,9850 
경기,경기성남중원경찰서,9022 
경기,경기분당경찰서,10086 
경기,경기부천소사경찰서,10056 
경기,경기부천원미경찰서,18470 
경기,경기부천오정경찰서,2229 
경기,경기의정부경찰서,14853 
경기,경기고양경찰서,11622 
경기,경기일산경찰서,14714 
경기,경기광명경찰서,8312 
경기,경기안산단원경찰서,14214 
경기,경기안산상록경찰서,11211 
경기,경기시흥경찰서,16542 
경기,경기평택경찰서,16187 
경기,경기남양주경찰서,13231 
경기,경기화성동부경찰서,10633 
경기,경기화성서부경찰서,9672 
경기,경기용인동부경찰서,13905 
경기,경기용인서부경찰서,1999 
경기,경기광주경찰서,8172 
경기,경기파주경찰서,10716 
경기,경기김포경찰서,8541 
경기,경기과천경찰서,1771 
경기,경기의왕경찰서,3092 
경기,경기양주경찰서,5409 
경기,경기동두천경찰서,3575 
경기,경기구리경찰서,7352 
경기,경기하남경찰서,4562 
경기,경기이천경찰서,6844 
경기,경기포천경찰서,6382 
경기,경기안성경찰서,5896 
경기,경기여주경찰서,3661 
경기,경기양평경찰서,3379 
경기,경기가평경찰서,2383 
경기,경기연천경찰서,1689 
강원,강원춘천경찰서,11358 
강원,강원강릉경찰서,9008 
강원,강원원주경찰서,13174 
강원,강원동해경찰서,2868 
강원,강원태백경찰서,1435 
강원,강원속초경찰서,4398 
강원,강원삼척경찰서,2224 
강원,강원영월경찰서,1003 
강원,강원정선경찰서,1785 
강원,강원홍천경찰서,2494 
강원,강원평창경찰서,1555 
강원,강원횡성경찰서,1610 
강원,강원고성경찰서,968 
강원,강원인제경찰서,1000 
강원,강원철원경찰서,1295 
강원,강원화천경찰서,539 
강원,강원양구경찰서,587 
충북,충북지방경찰청,6 
충북,충북청주흥덕경찰서,19028 
충북,충북청주청원경찰서,9995 
충북,충북충주경찰서,7797 
충북,충북제천경찰서,4235 
충북,충북영동경찰서,1606 
충북,충북괴산경찰서,1848 
충북,충북단양경찰서,933 
충북,충북보은경찰서,882 
충북,충북옥천경찰서,1489 
충북,충북음성경찰서,4302 
충북,충북진천경찰서,2246 
충남,충남지방경찰청,1 
충남,충남천안서북경찰서,10748 
충남,충남천안동남경찰서,10033 
충남,충남서산경찰서,7367 
충남,충남논산경찰서,4860 
충남,충남아산경찰서,7056 
충남,충남공주경찰서,5050 
충남,충남보령경찰서,5031 
충남,충남당진경찰서,5842 
충남,충남세종경찰서,2573 
충남,충남홍성경찰서,2983 
충남,충남예산경찰서,2714 
충남,충남부여경찰서,1647 
충남,충남서천경찰서,2554 
충남,충남금산경찰서,1754 
충남,충남청양경찰서,784 
전북,전북지방경찰청,2 
전북,전북전주완산경찰서,11060 
전북,전북전주덕진경찰서,9942 
전북,전북군산경찰서,9403 
전북,전북익산경찰서,12781 
전북,전북정읍경찰서,3743 
전북,전북남원경찰서,2675 
전북,전북김제경찰서,2639 
전북,전북완주경찰서,2917 
전북,전북고창경찰서,1632 
전북,전북부안경찰서,1745 
전북,전북임실경찰서,692 
전북,전북순창경찰서,658 
전북,전북진안경찰서,626 
전북,전북장수경찰서,553 
전북,전북무주경찰서,707 
전남,전남지방경찰청,353 
