지방청,관서,발생건수(2010년)
전남,전남목포경찰서,13705 
전남,전남여수경찰서,10823 
전남,전남순천경찰서,12173 
전남,전남나주경찰서,3763 
전남,전남광양경찰서,5161 
전남,전남고흥경찰서,1985 
전남,전남해남경찰서,2389 
전남,전남무안경찰서,2151 
전남,전남장흥경찰서,1462 
전남,전남보성경찰서,1424 
전남,전남영광경찰서,1773 
전남,전남화순경찰서,1896 
전남,전남함평경찰서,1126 
전남,전남영암경찰서,2436 
전남,전남장성경찰서,1658 
전남,전남강진경찰서,1217 
전남,전남담양경찰서,1496 
전남,전남곡성경찰서,916 
전남,전남완도경찰서,1378 
전남,전남진도경찰서,1123 
전남,전남구례경찰서,946 
경북,경북지방경찰청,2 
경북,경북경주경찰서,10307 
경북,경북포항북부경찰서,10343 
경북,경북포항남부경찰서,9223 
경북,경북구미경찰서,18667 
경북,경북경산경찰서,8463 
경북,경북안동경찰서,6535 
경북,경북김천경찰서,4253 
경북,경북영주경찰서,3222 
경북,경북영천경찰서,4129 
경북,경북상주경찰서,3539 
경북,경북문경경찰서,2170 
경북,경북칠곡경찰서,5898 
경북,경북의성경찰서,1624 
경북,경북청도경찰서,1184 
경북,경북영덕경찰서,1255 
경북,경북울진경찰서,1353 
경북,경북봉화경찰서,937 
경북,경북예천경찰서,1036 
경북,경북성주경찰서,1868 
경북,경북청송경찰서,798 
경북,경북영양경찰서,421 
경북,경북군위경찰서,565 
경북,경북고령경찰서,1157 
경북,경북울릉경찰서,149 
경남,경남창원중부경찰서,10492 
경남,경남창원서부경찰서,8626 
경남,경남마산중부경찰서,6852 
경남,경남마산동부경찰서,9775 
경남,경남진주경찰서,13312 
경남,경남김해중부경찰서,14378 
경남,경남김해서부경찰서,7789 
경남,경남거제경찰서,8545 
경남,경남양산경찰서,9515 
경남,경남진해경찰서,5476 
경남,경남통영경찰서,7599 
경남,경남사천경찰서,5290 
경남,경남밀양경찰서,3685 
경남,경남거창경찰서,1784 
경남,경남합천경찰서,1385 
경남,경남창녕경찰서,2174 
경남,경남고성경찰서,2110 
경남,경남하동경찰서,1662 
경남,경남남해경찰서,1389 
경남,경남함양경찰서,1260 
경남,경남산청경찰서,1170 
경남,경남함안경찰서,3247 
경남,경남의령경찰서,912 
제주,제주지방경찰청,205 
제주,제주동부경찰서,10142 
제주,제주서부경찰서,8785 
제주,제주서귀포경찰서,6207 
