지방청,관서,발생건수(2011년)
충북,충북충주경찰서,6823 
충북,충북제천경찰서,4066 
충북,충북영동경찰서,1111 
충북,충북괴산경찰서,1834 
충북,충북단양경찰서,787 
충북,충북보은경찰서,858 
충북,충북옥천경찰서,1347 
충북,충북음성경찰서,3312 
충북,충북진천경찰서,2006 
충남,충남천안서북경찰서,12978 
충남,충남천안동남경찰서,8665 
충남,충남서산경찰서,5898 
충남,충남논산경찰서,4545 
충남,충남아산경찰서,6893 
충남,충남공주경찰서,3351 
충남,충남보령경찰서,3599 
충남,충남당진경찰서,4485 
충남,충남세종경찰서,2138 
충남,충남홍성경찰서,2790 
충남,충남예산경찰서,2300 
충남,충남부여경찰서,1377 
충남,충남서천경찰서,1766 
충남,충남금산경찰서,1618 
충남,충남청양경찰서,651 
전북,전북지방경찰청,8 
전북,전북전주완산경찰서,10711 
전북,전북전주덕진경찰서,9899 
전북,전북군산경찰서,9698 
전북,전북익산경찰서,11603 
전북,전북정읍경찰서,3590 
전북,전북남원경찰서,2478 
전북,전북김제경찰서,2547 
전북,전북완주경찰서,2273 
전북,전북고창경찰서,1539 
전북,전북부안경찰서,1525 
전북,전북임실경찰서,597 
전북,전북순창경찰서,564 
전북,전북진안경찰서,436 
전북,전북장수경찰서,461 
전북,전북무주경찰서,641 
전남,전남지방경찰청,282 
전남,전남목포경찰서,12485 
전남,전남여수경찰서,10067 
전남,전남순천경찰서,11003 
전남,전남나주경찰서,3449 
전남,전남광양경찰서,4542 
전남,전남고흥경찰서,1516 
전남,전남해남경찰서,2051 
전남,전남무안경찰서,1711 
전남,전남장흥경찰서,1231 
전남,전남보성경찰서,1027 
전남,전남영광경찰서,1490 
전남,전남화순경찰서,1759 
전남,전남함평경찰서,1066 
전남,전남영암경찰서,2284 
전남,전남장성경찰서,1152 
전남,전남강진경찰서,1204 
전남,전남담양경찰서,1442 
전남,전남곡성경찰서,776 
전남,전남완도경찰서,1414 
전남,전남진도경찰서,963 
전남,전남구례경찰서,866 
경북,경북지방경찰청,15 
경북,경북경주경찰서,9780 
경북,경북포항북부경찰서,9068 
경북,경북포항남부경찰서,8447 
경북,경북구미경찰서,17725 
경북,경북경산경찰서,8227 
경북,경북안동경찰서,5822 
경북,경북김천경찰서,4006 
경북,경북영주경찰서,3211 
경북,경북영천경찰서,4108 
경북,경북상주경찰서,3107 
경북,경북문경경찰서,2362 
경북,경북칠곡경찰서,4095 
경북,경북의성경찰서,1056 
경북,경북청도경찰서,1100 
경북,경북영덕경찰서,1050 
경북,경북울진경찰서,1174 
경북,경북봉화경찰서,812 
경북,경북예천경찰서,1058 
경북,경북성주경찰서,1662 
경북,경북청송경찰서,650 
경북,경북영양경찰서,250 
경북,경북군위경찰서,492 
경북,경북고령경찰서,1058 
경북,경북울릉경찰서,145 
경남,경남지방경찰청,41 
경남,경남창원중부경찰서,11200 
경남,경남창원서부경찰서,7958 
경남,경남마산중부경찰서,6645 
경남,경남마산동부경찰서,9319 
경남,경남진주경찰서,13222 
경남,경남김해중부경찰서,12310 
경남,경남김해서부경찰서,8804 
경남,경남거제경찰서,9217 
경남,경남양산경찰서,8170 
경남,경남진해경찰서,5678 
경남,경남통영경찰서,6199 
경남,경남사천경찰서,4464 
경남,경남밀양경찰서,3414 
경남,경남거창경찰서,1500 
경남,경남합천경찰서,1108 
경남,경남창녕경찰서,1878 
경남,경남고성경찰서,1659 
경남,경남하동경찰서,1339 
경남,경남남해경찰서,1190 
경남,경남함양경찰서,1147 
경남,경남산청경찰서,900 
경남,경남함안경찰서,2275 
경남,경남의령경찰서,781 
제주,제주지방경찰청,17 
제주,제주동부경찰서,9434 
제주,제주서부경찰서,9090 
제주,제주서귀포경찰서,6165 
