위도,경도
37.53692703,126.864381
37.53611013,126.831705
37.5212,126.843512
37.53698302,126.886746
37.524948,126.867868
37.52483112,126.8700215
37.526965,126.856079
37.549728,126.864175
37.53612452,126.878718
37.52641368,126.846328
37.526519,126.852083
37.51500071,126.8712376
37.521704,126.8565155
37.51209425,126.8602892
37.51710396,126.84046
