관서,발생건수
강남구,33342
강동구,12711
강북구,10781
강서구,16205
관악구,15962
광진구,13873
구로구,16385
금천구,12281
노원구,12350
도봉구,7400
동대문구,12963
동작구,10602
마포구,14951
서대문구,10093
서초구,21147
성동구,9349
성북구,11370
송파구,19893
양천구,12280
영등포구,20324
용산구,11183
은평구,11614
종로구,13019
중구,6251
중랑구,12350
