관서,발생건수
강남구,34385
강동구,13675
강북구,10921
강서구,16837
관악구,15626
광진구,14111
구로구,15258
금천구,10740
노원구,12635
도봉구,8848
동대문구,13852
동작구,10403
마포구,14061
서대문구,10545
서초구,19889
성동구,9381
성북구,12205
송파구,19360
양천구,12928
영등포구,19455
용산구,9746
은평구,13556
종로구,12591
중구,14098
중랑구,13379
