관서,발생건수
강남구,33150
강동구,13014
강북구,10550
강서구,15121
관악구,15814
광진구,14669
구로구,14377
금천구,12308
노원구,12562
도봉구,7561
동대문구,12537
동작구,10494
마포구,14750
서대문구,10760
서초구,20225
성동구,9634
성북구,12042
송파구,20028
양천구,12690
영등포구,19076
용산구,10952
은평구,12791
종로구,13767
중구,6572
중랑구,12498
