관서,발생건수
강남구,23692
강동구,11193
강북구,8929
강서구,13300
관악구,11601
광진구,10954
구로구,10402
금천구,8243
노원구,10641
도봉구,6759
동대문구,10838
동작구,9835
마포구,11028
서대문구,8560
서초구,15020
성동구,7899
성북구,10440
송파구,15974
양천구,9543
영등포구,14613
용산구,7257
은평구,10976
종로구,10289
중구,12511
중랑구,12937
