관서,발생건수
강남구,21201
강동구,8944
강북구,7882
강서구,12555
관악구,11967
광진구,9282
구로구,9399
금천구,7649
노원구,9620
도봉구,5744
동대문구,9679
동작구,6882
마포구,11268
서대문구,7226
서초구,12971
성동구,6890
성북구,8500
송파구,14030
양천구,8205
영등포구,13663
용산구,8120
은평구,9220
종로구,8495
중구,8531
중랑구,9201
