관서,발생건수
강남구,23608
강동구,9469
강북구,8689
강서구,12821
관악구,11152
광진구,10060
구로구,10569
금천구,7722
노원구,9409
도봉구,5899
동대문구,10156
동작구,7556
마포구,11006
서대문구,7665
서초구,14421
성동구,7105
성북구,8944
송파구,14777
양천구,9059
영등포구,14290
용산구,8362
은평구,9081
종로구,8809
중구,9373
중랑구,9717
