관서,발생건수
강남구,23443
강동구,10908
강북구,8589
강서구,13055
관악구,11140
광진구,9409
구로구,11940
금천구,8161
노원구,10166
도봉구,6127
동대문구,10354
동작구,7575
마포구,10437
서대문구,7448
서초구,13696
성동구,7477
성북구,9503
송파구,14935
양천구,10340
영등포구,13362
용산구,7338
은평구,10730
종로구,9671
중구,10850
중랑구,12698
