기준일ID,시간대구분,자치구코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
20181205,12,11410 ,425432 ,12731 ,6451 ,10080 ,19268 ,18192 ,13515 ,15408 ,15063 ,16465 ,12887 ,12617 ,9392 ,7217 ,17398 ,11764 ,6339 ,14056 ,36646 ,22242 ,17387 ,16790 ,15389 ,16084 ,14123 ,15193 ,12997 ,9775 ,29963 
20181205,12,11440 ,511025 ,13687 ,6770 ,11016 ,20153 ,24579 ,23230 ,25726 ,23598 ,22297 ,15640 ,14331 ,11112 ,8214 ,17562 ,13824 ,6923 ,12807 ,29056 ,31407 ,26515 ,24626 ,21265 ,19843 ,15396 ,16720 ,14306 ,10389 ,30034 
20181205,12,11470 ,351416 ,17826 ,12278 ,11769 ,8473 ,8852 ,8970 ,10917 ,11260 ,13019 ,11153 ,11311 ,9625 ,7940 ,14590 ,16263 ,10998 ,10502 ,8224 ,10226 ,11144 ,14277 ,14747 ,16857 ,14700 ,15693 ,13689 ,10744 ,25370 
20181205,12,11500 ,515620 ,21802 ,9940 ,12642 ,12737 ,17786 ,19307 ,23258 ,20699 ,20444 ,16799 ,17997 ,14707 ,11362 ,21612 ,22340 ,10053 ,12145 ,14350 ,20767 ,21896 ,23769 ,20151 ,19911 ,17740 ,21044 ,19188 ,14623 ,36554 
20181205,12,11530 ,400426 ,14728 ,6683 ,9598 ,12080 ,15060 ,16677 ,19521 ,17961 ,17092 ,13780 ,13886 ,12174 ,9126 ,17267 ,14031 ,6119 ,8382 ,12037 ,16746 ,16902 ,17418 ,15902 ,15905 ,14197 ,16079 ,14505 ,10818 ,25750 
20181205,12,11545 ,265020 ,5822 ,2734 ,3346 ,7258 ,13668 ,15358 ,16868 ,15350 ,14597 ,11213 ,11041 ,7797 ,5080 ,9011 ,5804 ,2893 ,3876 ,8036 ,13993 ,12065 ,11688 ,10217 ,10477 ,9659 ,10371 ,8106 ,5891 ,12798 
20181205,12,11560 ,581798 ,13557 ,6108 ,8711 ,12552 ,24931 ,29318 ,34819 ,32074 ,32970 ,24468 ,21617 ,16470 ,11702 ,23681 ,13152 ,5530 ,7503 ,17947 ,29625 ,29418 ,28004 ,24763 ,23034 ,19706 ,21089 ,18609 ,13755 ,36689 
20181205,12,11590 ,386715 ,13848 ,6591 ,10587 ,23462 ,20815 ,14155 ,12798 ,11648 ,11717 ,9966 ,10404 ,9387 ,7343 ,18525 ,13378 ,6168 ,9635 ,23383 ,17277 ,14198 ,14116 ,13005 ,12957 ,11878 ,14503 ,13690 ,11240 ,30040 
20181205,12,11620 ,425996 ,12950 ,6382 ,10787 ,21885 ,25781 ,18952 ,16318 ,14222 ,14843 ,11931 ,12529 ,11054 ,9115 ,20243 ,12895 ,6267 ,11230 ,20951 ,20452 ,16616 ,15955 ,13784 ,14174 ,13610 ,15594 ,14554 ,12370 ,30553 
20181205,12,11650 ,754973 ,17799 ,9993 ,14275 ,19143 ,30535 ,35727 ,42601 ,38895 ,38434 ,27907 ,24701 ,19601 ,15025 ,30686 ,19433 ,10858 ,15403 ,27605 ,41370 ,37531 ,36640 ,31400 ,29851 ,24036 ,26276 ,24923 ,19152 ,45172 
20181205,12,11680 ,1086151 ,21017 ,13549 ,21807 ,24716 ,51089 ,60901 ,69227 ,59954 ,54623 ,37331 ,31147 ,24295 ,18779 ,34152 ,19490 ,12307 ,21597 ,42914 ,76343 ,67051 ,58948 ,46318 ,42703 ,31001 ,33687 ,31942 ,25082 ,54181 
20181205,12,11710 ,751126 ,28879 ,15118 ,19332 ,18054 ,25242 ,27367 ,33070 ,30370 ,30118 ,24337 ,24999 ,21043 ,16799 ,29405 ,28640 ,15360 ,18731 ,20468 ,29968 ,31729 ,35464 ,31076 ,32433 ,29207 ,32255 ,30378 ,22032 ,49250 
20181205,12,11740 ,436369 ,20516 ,11103 ,13476 ,10214 ,11728 ,12866 ,15750 ,14629 ,16299 ,13665 ,15671 ,13867 ,10743 ,21501 ,18496 ,9654 ,10957 ,9985 ,12972 ,14366 ,18239 ,16994 ,18861 ,17496 ,20643 ,18611 ,14286 ,32781 
20181205,13,11110 ,477344 ,6061 ,3636 ,10692 ,16191 ,19894 ,21008 ,24545 ,22163 ,24986 ,19695 ,18082 ,14037 ,10593 ,26306 ,5850 ,3517 ,12355 ,23615 ,23883 ,21736 ,20809 ,18328 ,19788 ,17171 ,17176 ,14748 ,10827 ,29655 
20181205,13,11140 ,513664 ,5435 ,1966 ,6484 ,13983 ,21245 ,26347 ,31451 ,28366 ,29691 ,22243 ,19954 ,14838 ,10155 ,21211 ,5137 ,2362 ,7961 ,21511 ,30270 ,28742 ,26754 ,21874 ,22242 ,18418 ,18944 ,16325 ,11421 ,28332 
20181205,13,11170 ,342606 ,6850 ,3582 ,7710 ,9893 ,13987 ,16037 ,18869 ,16936 ,17080 ,12697 ,11568 ,8983 ,6490 ,15106 ,7259 ,3567 ,7264 ,15937 ,17515 ,16984 ,16580 ,14113 ,14029 ,11208 ,11601 ,10339 ,7881 ,22541 
20181205,13,11200 ,373678 ,12245 ,5390 ,7694 ,15557 ,16881 ,14894 ,16492 ,15079 ,16092 ,12941 ,14117 ,10638 ,7488 ,15098 ,11759 ,5400 ,9278 ,18012 ,16196 ,15451 ,15787 ,13277 ,14318 ,12906 ,14347 ,12442 ,8971 ,24930 
20181205,13,11215 ,366688 ,12923 ,7048 ,10877 ,19792 ,15792 ,11908 ,12281 ,11617 ,12818 ,10903 ,12184 ,9522 ,7055 ,14993 ,13091 ,7276 ,11066 ,20526 ,14677 ,13289 ,14493 ,13116 ,14634 ,13586 ,14888 ,13141 ,9306 ,23885 
20181205,13,11230 ,395982 ,11650 ,5832 ,9972 ,21259 ,16497 ,11647 ,13090 ,13243 ,14351 ,12697 ,14008 ,12356 ,8995 ,21783 ,10446 ,5137 ,11607 ,24799 ,14211 ,12333 ,13667 ,12560 ,14097 ,13187 ,15457 ,14262 ,10936 ,35900 
20181205,13,11260 ,312289 ,13438 ,6566 ,7389 ,9399 ,8467 ,8406 ,10002 ,9516 ,10972 ,10927 ,11733 ,10491 ,7605 ,15963 ,12887 ,6297 ,7846 ,8072 ,9034 ,10024 ,11918 ,10956 ,13500 ,14065 ,15770 ,13132 ,9775 ,28138 
20181205,13,11290 ,425585 ,17378 ,9945 ,14509 ,23024 ,16175 ,10848 ,12005 ,11604 ,13719 ,11910 ,12540 ,11209 ,8191 ,18253 ,15638 ,8688 ,16217 ,31206 ,14388 ,12739 ,14564 ,14543 ,16433 ,14127 ,15650 ,14458 ,11522 ,34099 
20181205,13,11305 ,264759 ,10228 ,5642 ,5516 ,7303 ,7378 ,6837 ,7832 ,8278 ,9283 ,8194 ,8902 ,7986 ,6252 ,15472 ,9733 ,5366 ,6820 ,9300 ,7393 ,7307 ,9517 ,9880 ,11753 ,11041 ,12853 ,10985 ,9593 ,28118 
20181205,13,11320 ,258678 ,11901 ,6687 ,6635 ,6335 ,6143 ,6194 ,7023 ,7366 ,8415 ,7698 ,8950 ,7827 ,6377 ,15490 ,11171 ,6332 ,7324 ,8481 ,6953 ,7285 ,9172 ,9086 ,10974 ,10608 ,12378 ,11287 ,8287 ,26299 
20181205,13,11350 ,485886 ,21197 ,13899 ,22608 ,22620 ,13985 ,10384 ,11962 ,12175 ,15051 ,13114 ,14271 ,13094 ,10071 ,21624 ,20220 ,13064 ,19145 ,22213 ,12708 ,13086 ,16290 ,18099 ,21891 ,18979 ,20584 ,18937 ,13862 ,40753 
20181205,13,11380 ,375434 ,17962 ,10225 ,11794 ,9688 ,9566 ,9314 ,11524 ,11588 ,13012 ,11010 ,12178 ,10637 ,8024 ,20111 ,16029 ,8915 ,11519 ,9079 ,10425 ,11534 ,14606 ,14749 ,15981 ,14239 ,16773 ,15217 ,12507 ,37227 
20181205,13,11410 ,429280 ,12820 ,6530 ,9971 ,19603 ,18455 ,13806 ,15675 ,15416 ,16365 ,13132 ,12662 ,9744 ,7164 ,17591 ,11578 ,6277 ,14014 ,37142 ,22355 ,17453 ,16930 ,15625 ,16210 ,14045 ,15397 ,12798 ,9923 ,30600 
20181205,13,11440 ,515184 ,13764 ,6809 ,11223 ,20660 ,25139 ,23450 ,25899 ,23679 ,22171 ,15375 ,14469 ,11117 ,8309 ,17657 ,14304 ,7104 ,13153 ,29848 ,32064 ,26906 ,24785 ,21275 ,19787 ,15436 ,16706 ,14349 ,10365 ,29382 
20181205,13,11470 ,352251 ,17921 ,12356 ,12128 ,8229 ,8786 ,8908 ,10968 ,11551 ,12979 ,11182 ,11525 ,9603 ,7887 ,14596 ,16313 ,11038 ,10523 ,8065 ,10268 ,11274 ,14371 ,14797 ,16869 ,14799 ,15698 ,13682 ,10806 ,25128 
20181205,13,11500 ,513581 ,21792 ,9936 ,12670 ,12779 ,17561 ,19181 ,23089 ,20581 ,20256 ,16642 ,17903 ,14832 ,11451 ,21440 ,22504 ,10112 ,12276 ,14068 ,20539 ,21673 ,23486 ,19992 ,19890 ,17724 ,21041 ,19162 ,14582 ,36417 
20181205,13,11530 ,398359 ,14814 ,6752 ,9586 ,12128 ,14962 ,16602 ,19521 ,17895 ,17135 ,13654 ,13847 ,12140 ,8957 ,16846 ,13981 ,6104 ,8289 ,11920 ,16627 ,16771 ,17450 ,15764 ,15917 ,14102 ,15839 ,14343 ,10742 ,25670 
20181205,13,11545 ,266518 ,5966 ,2820 ,3422 ,7290 ,13702 ,15471 ,16863 ,15324 ,14791 ,11111 ,11075 ,7761 ,5209 ,8987 ,5879 ,2922 ,3885 ,8036 ,13945 ,12206 ,11624 ,10318 ,10446 ,9854 ,10410 ,8348 ,5940 ,12910 
20181205,13,11560 ,583822 ,13435 ,6062 ,8651 ,12523 ,24706 ,29680 ,35089 ,32201 ,33149 ,24492 ,21583 ,16495 ,12009 ,24317 ,13267 ,5571 ,7672 ,17955 ,29652 ,29541 ,28090 ,24642 ,23096 ,19815 ,21250 ,18782 ,13983 ,36114 
20181205,13,11590 ,387076 ,13580 ,6462 ,10650 ,23463 ,20937 ,13866 ,12704 ,11563 ,11894 ,10196 ,10368 ,9255 ,7326 ,18246 ,13557 ,6277 ,9802 ,23374 ,17280 ,14211 ,14228 ,13131 ,13179 ,11850 ,14500 ,13557 ,11220 ,30399 
20181205,13,11620 ,421713 ,12989 ,6410 ,10794 ,21708 ,25295 ,18667 ,16131 ,14073 ,14888 ,11959 ,12368 ,10842 ,9106 ,20179 ,12985 ,6294 ,11252 ,20536 ,19908 ,16128 ,15671 ,13701 ,13968 ,13348 ,15456 ,14431 ,12360 ,30264 
20181205,13,11650 ,762211 ,17855 ,10029 ,14507 ,19273 ,30753 ,36305 ,42948 ,39341 ,38756 ,28050 ,24834 ,19613 ,15333 ,31635 ,19614 ,10960 ,15837 ,27646 ,41926 ,37881 ,37111 ,31362 ,30204 ,24256 ,26650 ,25051 ,19333 ,45152 
20181205,13,11680 ,1101680 ,21284 ,13731 ,22048 ,25449 ,51894 ,61758 ,70416 ,60639 ,55477 ,37787 ,31491 ,24611 ,19138 ,34151 ,19640 ,12382 ,22252 ,44331 ,78033 ,68105 ,59593 ,46787 ,43074 ,31580 ,34144 ,32017 ,25251 ,54618 
20181205,13,11710 ,752726 ,29114 ,15212 ,19466 ,18049 ,25211 ,27331 ,32983 ,30227 ,30087 ,24467 ,25010 ,21219 ,16594 ,29586 ,28853 ,15450 ,19060 ,20440 ,29985 ,31723 ,35293 ,31158 ,32675 ,29252 ,32524 ,30522 ,21802 ,49432 
20181205,13,11740 ,434163 ,20544 ,11113 ,13330 ,10118 ,11614 ,12773 ,15610 ,14549 ,16088 ,13512 ,15524 ,13647 ,10780 ,21609 ,18453 ,9657 ,10810 ,9763 ,12843 ,14167 ,18227 ,16978 ,18681 ,17493 ,20482 ,18500 ,14501 ,32796 
20181205,14,11110 ,479264 ,6065 ,3614 ,10215 ,16613 ,20377 ,21104 ,24577 ,22226 ,24729 ,19555 ,18461 ,14290 ,10896 ,26619 ,5747 ,3463 ,12232 ,24238 ,24366 ,21840 ,20859 ,18233 ,19805 ,17315 ,17120 ,14429 ,10832 ,29444 
20181205,14,11140 ,512738 ,5114 ,1893 ,6565 ,14222 ,21398 ,26434 ,31424 ,28345 ,29632 ,22508 ,19911 ,15030 ,10304 ,20748 ,5182 ,2376 ,7829 ,21695 ,30526 ,28720 ,26457 ,21914 ,22340 ,18450 ,19018 ,15997 ,11280 ,27426 
20181205,14,11170 ,344635 ,6631 ,3466 ,7684 ,9954 ,13998 ,15918 ,18993 ,17084 ,17157 ,12794 ,11668 ,9014 ,6437 ,15507 ,7057 ,3466 ,7212 ,15838 ,17822 ,17033 ,16648 ,14100 ,14224 ,11160 ,11906 ,10498 ,8114 ,23250 
20181205,14,11200 ,374895 ,12238 ,5408 ,7715 ,15674 ,17063 ,14911 ,16659 ,15105 ,16143 ,12757 ,13988 ,10858 ,7490 ,15571 ,11588 ,5350 ,9248 ,18013 ,16093 ,15399 ,15988 ,13234 ,14413 ,12847 ,14370 ,12574 ,9083 ,25116 
20181205,14,11215 ,365661 ,12760 ,6972 ,10840 ,20002 ,15859 ,12021 ,12361 ,11743 ,12768 ,10929 ,12183 ,9578 ,7012 ,14915 ,12893 ,7183 ,11015 ,20496 ,14435 ,13119 ,14355 ,12968 ,14779 ,13672 ,14987 ,13182 ,9187 ,23448 
20181205,14,11230 ,398422 ,11723 ,5875 ,10050 ,21348 ,16516 ,11550 ,12986 ,13050 ,14334 ,12809 ,14169 ,12431 ,9189 ,22328 ,10456 ,5169 ,11755 ,24803 ,14215 ,12424 ,13531 ,12616 ,14051 ,13364 ,15358 ,14389 ,11265 ,36668 
20181205,14,11260 ,312102 ,13435 ,6570 ,7447 ,9194 ,8357 ,8230 ,10009 ,9500 ,11035 ,10817 ,11842 ,10624 ,7667 ,15995 ,12797 ,6263 ,7902 ,8017 ,8947 ,9899 ,11867 ,10906 ,13476 ,13958 ,15819 ,13236 ,9804 ,28489 
20181205,14,11290 ,424127 ,17161 ,9805 ,14380 ,23037 ,16199 ,10845 ,11967 ,11556 ,13898 ,11845 ,12493 ,11008 ,8179 ,18329 ,15368 ,8541 ,16089 ,31042 ,14262 ,12667 ,14476 ,14599 ,16415 ,14133 ,15819 ,14717 ,11531 ,33766 
20181205,14,11305 ,264141 ,10145 ,5602 ,5592 ,7166 ,7297 ,6782 ,7861 ,8166 ,9176 ,8090 ,8959 ,8039 ,6206 ,15652 ,9837 ,5417 ,6687 ,9141 ,7403 ,7383 ,9452 ,9846 ,11550 ,11057 ,12762 ,10998 ,9682 ,28193 
20181205,14,11320 ,258913 ,11890 ,6693 ,6754 ,6338 ,6109 ,6152 ,6971 ,7332 ,8466 ,7771 ,9025 ,8102 ,6472 ,15276 ,11097 ,6293 ,7388 ,8372 ,6973 ,7193 ,9117 ,8988 ,11169 ,10597 ,12411 ,11322 ,8121 ,26522 
20181205,14,11350 ,485722 ,21206 ,13912 ,22397 ,22662 ,13958 ,10415 ,11972 ,12257 ,15062 ,13111 ,14207 ,12994 ,10146 ,21428 ,20320 ,13111 ,19079 ,22393 ,12622 ,13160 ,16553 ,18228 ,21847 ,18983 ,20675 ,18768 ,13938 ,40317 
20181205,14,11380 ,375053 ,18011 ,10263 ,11844 ,9385 ,9406 ,9265 ,11451 ,11513 ,12902 ,10880 ,12179 ,10712 ,7972 ,20034 ,16012 ,8891 ,11491 ,8896 ,10349 ,11479 ,14751 ,14863 ,16073 ,14306 ,16889 ,15303 ,12464 ,37470 
20181205,14,11410 ,429510 ,12844 ,6544 ,9931 ,19507 ,18398 ,13644 ,15751 ,15595 ,16443 ,13168 ,12733 ,9733 ,7280 ,17128 ,11892 ,6397 ,13949 ,37101 ,22346 ,17563 ,16715 ,15752 ,16154 ,14120 ,15482 ,12889 ,10124 ,30326 
20181205,14,11440 ,515722 ,13773 ,6839 ,11189 ,20912 ,25340 ,23664 ,26051 ,23664 ,22459 ,15223 ,14252 ,11133 ,8126 ,17199 ,14105 ,6979 ,13297 ,30575 ,32191 ,26927 ,24884 ,21262 ,19760 ,15250 ,16670 ,14225 ,10301 ,29475 
20181205,14,11470 ,355200 ,17869 ,12361 ,12358 ,8176 ,8775 ,9058 ,11103 ,11536 ,13099 ,11164 ,11594 ,9391 ,7912 ,14481 ,16423 ,11146 ,10724 ,8095 ,10330 ,11484 ,14727 ,15113 ,17024 ,14898 ,15828 ,13841 ,10890 ,25798 
20181205,14,11500 ,510913 ,21703 ,9916 ,12774 ,12628 ,17382 ,19127 ,22963 ,20413 ,20271 ,16940 ,17705 ,14758 ,11173 ,21494 ,22430 ,10080 ,12156 ,13825 ,20192 ,21439 ,23180 ,20051 ,19829 ,17671 ,20894 ,19180 ,14392 ,36345 
20181205,14,11530 ,398235 ,14772 ,6720 ,9593 ,12112 ,14893 ,16432 ,19454 ,17915 ,17258 ,13719 ,13884 ,12274 ,8962 ,17205 ,13748 ,6016 ,8086 ,12002 ,16514 ,16636 ,17461 ,15971 ,15994 ,14024 ,16005 ,14475 ,10845 ,25265 
20181205,14,11545 ,266197 ,6127 ,2864 ,3470 ,7075 ,13788 ,15355 ,16849 ,15142 ,14830 ,11338 ,10823 ,7683 ,5234 ,8832 ,6078 ,3004 ,3980 ,7974 ,14005 ,11965 ,11532 ,10099 ,10421 ,9871 ,10411 ,8329 ,6076 ,13044 
20181205,14,11560 ,582785 ,13651 ,6171 ,8643 ,12328 ,24643 ,29616 ,35142 ,32067 ,33049 ,24632 ,21353 ,16639 ,11964 ,24440 ,13503 ,5641 ,7813 ,17707 ,29433 ,29454 ,27797 ,24542 ,23092 ,19741 ,21110 ,18755 ,13749 ,36111 
20181205,14,11590 ,387826 ,13610 ,6473 ,10866 ,23623 ,20844 ,13867 ,12605 ,11511 ,11927 ,9936 ,10399 ,9439 ,7360 ,18555 ,13683 ,6318 ,9610 ,23551 ,16987 ,13979 ,14175 ,13043 ,13195 ,12030 ,14356 ,13798 ,11338 ,30748 
20181205,14,11620 ,421876 ,13232 ,6533 ,10758 ,21245 ,25153 ,18568 ,16059 ,14024 ,14762 ,12054 ,12521 ,10820 ,9350 ,20076 ,13138 ,6359 ,11111 ,20183 ,19642 ,16132 ,15895 ,13767 ,13978 ,13361 ,15603 ,14531 ,12565 ,30455 
20181205,14,11650 ,762365 ,17812 ,9988 ,14539 ,19519 ,30973 ,36444 ,43056 ,39657 ,38580 ,28553 ,25147 ,19542 ,15329 ,30413 ,19337 ,10812 ,16314 ,27857 ,42183 ,38244 ,36927 ,31377 ,30240 ,24386 ,26767 ,24985 ,19287 ,44098 
20181205,14,11680 ,1104964 ,21135 ,13687 ,22383 ,25862 ,52198 ,62131 ,70454 ,60640 ,55687 ,37750 ,31795 ,24653 ,19155 ,34564 ,19889 ,12579 ,23065 ,45060 ,78947 ,68043 ,59516 ,46961 ,43174 ,31800 ,34042 ,31410 ,24593 ,53790 
20181205,14,11710 ,757301 ,29014 ,15138 ,19651 ,18101 ,25247 ,27565 ,33045 ,30359 ,30268 ,24561 ,24934 ,21307 ,16812 ,29818 ,29144 ,15623 ,19206 ,20980 ,30135 ,32080 ,35429 ,31152 ,32729 ,29259 ,32801 ,30719 ,21886 ,50334 
20181205,14,11740 ,436142 ,20705 ,11217 ,13458 ,10097 ,11524 ,12814 ,15526 ,14623 ,16090 ,13625 ,15683 ,13772 ,10878 ,21843 ,18467 ,9708 ,10866 ,9786 ,12816 ,14041 ,18180 ,17136 ,18652 ,17681 ,20537 ,18743 ,14617 ,33058 
20181205,15,11110 ,471183 ,5706 ,3402 ,9900 ,16850 ,20382 ,21151 ,24492 ,22085 ,24724 ,19722 ,18313 ,14121 ,10582 ,24972 ,5352 ,3197 ,11714 ,24222 ,24560 ,21741 ,20423 ,18164 ,19493 ,16847 ,16504 ,14052 ,10411 ,28098 
20181205,15,11140 ,501983 ,5248 ,1922 ,6536 ,14286 ,21438 ,26253 ,31165 ,28306 ,29477 ,22394 ,19810 ,14526 ,9871 ,19641 ,5158 ,2358 ,7735 ,21920 ,30560 ,28387 ,25742 ,21382 ,21896 ,18076 ,18230 ,14855 ,10178 ,24632 
20181205,15,11170 ,345463 ,6865 ,3610 ,7702 ,9976 ,13782 ,16044 ,19060 ,17132 ,17131 ,12698 ,11655 ,9059 ,6679 ,15187 ,6986 ,3429 ,7383 ,15919 ,17790 ,17119 ,16613 ,14251 ,14159 ,11277 ,11823 ,10468 ,8095 ,23570 
20181205,15,11200 ,377142 ,11835 ,5267 ,7820 ,15549 ,16909 ,15156 ,16536 ,15185 ,16269 ,12845 ,14141 ,10935 ,7676 ,15977 ,11373 ,5200 ,9365 ,18144 ,16215 ,15463 ,16130 ,13401 ,14359 ,12961 ,14496 ,12792 ,9359 ,25783 
20181205,15,11215 ,367557 ,12668 ,6930 ,10670 ,19745 ,15838 ,12070 ,12580 ,11904 ,12783 ,11225 ,12144 ,9685 ,7188 ,15085 ,12725 ,7053 ,10951 ,20556 ,14492 ,13021 ,14210 ,12981 ,15046 ,13903 ,15295 ,13347 ,9593 ,23870 
20181205,15,11230 ,396615 ,11702 ,5872 ,9903 ,20973 ,16522 ,11591 ,13140 ,13160 ,14055 ,12658 ,14038 ,12474 ,9389 ,22089 ,10643 ,5222 ,11533 ,24483 ,14193 ,12442 ,13438 ,12617 ,13999 ,13303 ,15400 ,14388 ,11175 ,36213 
20181205,15,11260 ,315593 ,13571 ,6627 ,7501 ,9189 ,8415 ,8364 ,10218 ,9598 ,11352 ,10984 ,12066 ,10817 ,7823 ,16068 ,12947 ,6310 ,7913 ,7981 ,8919 ,10011 ,12033 ,11022 ,13599 ,13940 ,16083 ,13557 ,10103 ,28582 
20181205,15,11290 ,423822 ,17061 ,9726 ,14184 ,22835 ,16093 ,10841 ,11669 ,11534 ,13652 ,11819 ,12412 ,11077 ,8148 ,18807 ,15453 ,8599 ,15916 ,30125 ,14263 ,12690 ,14724 ,14600 ,16506 ,14270 ,15969 ,14861 ,11815 ,34170 
20181205,15,11305 ,266946 ,10435 ,5749 ,5805 ,7113 ,7213 ,6648 ,8023 ,8246 ,9301 ,8177 ,9098 ,8142 ,6290 ,16016 ,9938 ,5483 ,6618 ,9219 ,7317 ,7423 ,9516 ,9838 ,11605 ,11006 ,13027 ,11255 ,9964 ,28481 
20181205,15,11320 ,258712 ,11415 ,6398 ,6786 ,6390 ,6122 ,6124 ,6977 ,7306 ,8406 ,7794 ,9028 ,8219 ,6518 ,15337 ,10662 ,6040 ,7307 ,8287 ,6946 ,7210 ,9131 ,9018 ,11160 ,10726 ,12645 ,11516 ,8289 ,26957 
20181205,15,11350 ,487478 ,21501 ,14129 ,22454 ,22832 ,14037 ,10418 ,11979 ,12493 ,15139 ,13117 ,14360 ,13021 ,10403 ,21298 ,20205 ,13230 ,19120 ,22141 ,12591 ,13029 ,16649 ,18342 ,21825 ,18935 ,20792 ,18706 ,14064 ,40668 
20181205,15,11380 ,379728 ,18130 ,10268 ,11939 ,9407 ,9429 ,9340 ,11426 ,11551 ,12970 ,11164 ,12254 ,10641 ,8209 ,20537 ,16362 ,9041 ,11542 ,9050 ,10205 ,11423 ,14968 ,14938 ,16285 ,14584 ,17285 ,15657 ,12769 ,38354 
20181205,15,11410 ,421551 ,12282 ,6271 ,9524 ,19312 ,18420 ,13565 ,15739 ,15140 ,16241 ,12909 ,12376 ,9679 ,7020 ,16915 ,11409 ,6090 ,13674 ,36092 ,22270 ,17204 ,16683 ,15385 ,16031 ,13767 ,15222 ,12648 ,10065 ,29619 
20181205,15,11440 ,519276 ,13958 ,6932 ,11663 ,21119 ,25593 ,23703 ,26104 ,23612 ,22500 ,15498 ,14197 ,11208 ,8148 ,17293 ,14358 ,7085 ,13573 ,31426 ,32482 ,27146 ,25073 ,21049 ,19700 ,15390 ,16739 ,14157 ,10236 ,29335 
20181205,15,11470 ,358114 ,17618 ,12311 ,12659 ,8310 ,8706 ,9037 ,11149 ,11574 ,13259 ,11280 ,11705 ,9851 ,8036 ,14585 ,16342 ,11236 ,11051 ,8112 ,10377 ,11614 ,14889 ,15487 ,17165 ,14987 ,15887 ,14010 ,10976 ,25902 
20181205,15,11500 ,513034 ,22080 ,10056 ,12754 ,12701 ,17328 ,19071 ,23159 ,20443 ,20328 ,16797 ,17699 ,14953 ,11314 ,21434 ,22597 ,10126 ,12064 ,13931 ,20008 ,21329 ,23144 ,20058 ,19689 ,17836 ,21194 ,19426 ,14829 ,36685 
20181205,15,11530 ,400300 ,15062 ,6812 ,9409 ,12232 ,14856 ,16685 ,19694 ,17944 ,17323 ,13677 ,14082 ,12149 ,9102 ,17342 ,13581 ,5933 ,8127 ,11883 ,16376 ,16539 ,17446 ,15977 ,16087 ,14219 ,16245 ,14512 ,11032 ,25974 
20181205,15,11545 ,267656 ,6508 ,3042 ,3597 ,7192 ,13729 ,15444 ,16749 ,15186 ,14769 ,11314 ,10806 ,7731 ,5251 ,8901 ,6126 ,3050 ,4107 ,8059 ,13929 ,12076 ,11586 ,10057 ,10408 ,9919 ,10428 ,8361 ,6102 ,13224 
20181205,15,11560 ,580925 ,13591 ,6092 ,8564 ,12580 ,24709 ,29542 ,34943 ,32043 ,32950 ,24316 ,21293 ,16590 ,12065 ,24592 ,13720 ,5679 ,8014 ,18207 ,29491 ,29398 ,27398 ,24303 ,22898 ,19718 ,20897 ,18551 ,13441 ,35341 
20181205,15,11590 ,389712 ,13775 ,6493 ,10682 ,23333 ,20856 ,13943 ,12475 ,11576 ,11999 ,10106 ,10612 ,9524 ,7425 ,18787 ,13665 ,6266 ,9680 ,23291 ,17009 ,14080 ,14342 ,13247 ,13326 ,12222 ,14670 ,14115 ,11495 ,30717 
20181205,15,11620 ,426561 ,13321 ,6577 ,10942 ,21272 ,25097 ,18583 ,16064 ,14309 ,14696 ,12039 ,12545 ,11056 ,9439 ,20921 ,13408 ,6494 ,11072 ,20230 ,19633 ,16097 ,15910 ,13909 ,14034 ,13500 ,15884 ,14977 ,13087 ,31465 
20181205,15,11650 ,756960 ,17475 ,9825 ,14590 ,19855 ,31219 ,36421 ,43163 ,39440 ,38605 ,28293 ,24905 ,19177 ,15236 ,29384 ,19665 ,10990 ,16624 ,28227 ,42288 ,38325 ,36458 ,30989 ,30317 ,24144 ,26261 ,24249 ,18583 ,42254 
20181205,15,11680 ,1097708 ,21489 ,14046 ,22194 ,26183 ,52462 ,62061 ,70196 ,60579 ,55339 ,37586 ,31695 ,24404 ,18838 ,33828 ,20531 ,13054 ,23451 ,45593 ,78832 ,67762 ,59048 ,46546 ,42900 ,31391 ,33036 ,30018 ,23341 ,51304 
20181205,15,11710 ,756631 ,29201 ,15272 ,19855 ,18242 ,25384 ,27641 ,33155 ,30296 ,30056 ,24310 ,25063 ,21544 ,16939 ,29716 ,29512 ,15785 ,19231 ,21393 ,30214 ,31924 ,35504 ,30911 ,32471 ,29135 ,32691 ,30654 ,21840 ,48694 
