기준일ID,시간대구분,자치구코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
20181216,0,11440 ,468259 ,13551 ,6780 ,10719 ,22107 ,24916 ,20554 ,21699 ,18105 ,18467 ,13435 ,13458 ,10693 ,7196 ,17149 ,13603 ,6853 ,11737 ,27994 ,28441 ,22864 ,21910 ,18128 ,17705 ,14399 ,15260 ,12919 ,9464 ,28152 
20181216,0,11470 ,419394 ,16115 ,11093 ,13832 ,11717 ,12035 ,12369 ,15532 ,16594 ,19450 ,16152 ,15377 ,12796 ,9751 ,17283 ,15745 ,10591 ,12418 ,11939 ,12792 ,13081 ,16399 ,17401 ,19943 ,16672 ,17199 ,15522 ,11828 ,27770 
20181216,0,11500 ,576958 ,22393 ,10178 ,12911 ,15044 ,21566 ,23432 ,28024 ,22365 ,22690 ,17528 ,20091 ,17285 ,13264 ,25213 ,22359 ,10061 ,12805 ,17935 ,24616 ,25239 ,27017 ,22170 ,21028 ,19441 ,23876 ,21746 ,16663 ,40017 
20181216,0,11530 ,406313 ,15464 ,6902 ,8430 ,11366 ,14387 ,16219 ,19218 ,17439 ,17317 ,14055 ,15065 ,13838 ,9904 ,18802 ,14719 ,6396 ,8473 ,12012 ,15060 ,15887 ,17597 ,15412 ,15951 ,14449 ,17365 ,15771 ,12019 ,26795 
20181216,0,11545 ,210061 ,6286 ,2973 ,4090 ,6033 ,9454 ,9346 ,10097 ,8605 ,9364 ,8365 ,8941 ,7432 ,5269 ,9288 ,5928 ,2981 ,3736 ,5900 ,8040 ,8065 ,8449 ,7298 ,8289 ,8050 ,9190 ,8522 ,6382 ,13688 
20181216,0,11560 ,422448 ,13462 ,6012 ,7876 ,11673 ,18879 ,19696 ,20551 ,17002 ,18385 ,15752 ,15776 ,13613 ,9612 ,19014 ,13073 ,5402 ,7308 ,13792 ,20144 ,19334 ,18696 ,15086 ,15369 ,14919 ,16559 ,15051 ,11264 ,29147 
20181216,0,11590 ,434384 ,13242 ,6195 ,9757 ,19775 ,22907 ,17565 ,17270 ,15580 ,15299 ,12978 ,13575 ,12465 ,9128 ,21043 ,14051 ,6386 ,9800 ,21318 ,20001 ,16726 ,17076 ,14798 ,15064 ,14314 ,17329 ,15992 ,12450 ,32302 
20181216,0,11620 ,551419 ,13333 ,6443 ,11038 ,24928 ,38349 ,29794 ,25282 ,20520 ,20548 ,15804 ,16298 ,14209 ,11643 ,23551 ,13505 ,6492 ,10844 ,28384 ,34126 ,24311 ,21604 ,17453 ,17738 ,16957 ,19854 ,18066 ,15064 ,35281 
20181216,0,11650 ,509206 ,16783 ,9472 ,12410 ,15691 ,20340 ,19480 ,22246 ,21293 ,24497 ,17993 ,16625 ,14165 ,11070 ,22860 ,17780 ,10009 ,12839 ,16708 ,20525 ,20468 ,23072 ,21017 ,22298 ,17168 ,17993 ,17031 ,13619 ,33754 
20181216,0,11680 ,663422 ,19843 ,12789 ,18828 ,20005 ,27716 ,28162 ,31393 ,28279 ,31454 ,23320 ,20352 ,17036 ,13459 ,28454 ,19983 ,12521 ,17853 ,23390 ,30609 ,28899 ,30541 ,27708 ,29378 ,21315 ,21441 ,20980 ,17076 ,40642 
20181216,0,11710 ,742584 ,27449 ,14092 ,19047 ,20293 ,25775 ,27955 ,33165 ,29000 ,29798 ,25365 ,26328 ,23078 ,17546 ,30431 ,27877 ,14522 ,17980 ,21766 ,28560 ,30593 ,34729 ,28931 ,31141 ,28106 ,31400 ,29195 ,20865 ,47596 
20181216,0,11740 ,516371 ,20009 ,10643 ,14486 ,14189 ,16822 ,16915 ,21257 ,19379 ,21219 ,18312 ,20005 ,17442 ,12816 ,23982 ,18329 ,9527 ,12317 ,14727 ,17038 ,17624 ,21592 ,19279 ,21836 ,19951 ,23783 ,21892 ,15728 ,35274 
20181216,1,11110 ,228251 ,5216 ,2990 ,5244 ,10971 ,11748 ,8858 ,8786 ,8159 ,9989 ,8347 ,8741 ,7006 ,4851 ,11028 ,4857 ,2840 ,6026 ,11891 ,10131 ,7833 ,8408 ,7715 ,9221 ,8166 ,8411 ,7560 ,5759 ,17498 
20181216,1,11140 ,166279 ,3715 ,1555 ,2977 ,6993 ,7574 ,7901 ,8434 ,6927 ,7532 ,6060 ,6368 ,5245 ,3814 ,7122 ,3967 ,1691 ,3068 ,7287 ,8167 ,7639 ,7748 ,5860 ,6257 ,5372 ,5922 ,5580 ,3877 ,11628 
20181216,1,11170 ,280913 ,6705 ,3337 ,5403 ,10357 ,15039 ,14022 ,14141 ,11460 ,11501 ,8748 ,8922 ,7270 ,5266 ,12093 ,7220 ,3546 ,5599 ,12484 ,16773 ,13884 ,13279 ,10563 ,10476 ,8370 ,9404 ,8710 ,6293 ,20046 
20181216,1,11200 ,340074 ,12018 ,5169 ,7308 ,12789 ,14000 ,13527 ,15324 ,13315 ,13779 ,11291 ,12396 ,10345 ,7307 ,14439 ,11183 ,5013 ,7290 ,13816 ,14031 ,14605 ,15622 ,12221 ,13135 ,11627 ,13397 ,12145 ,9061 ,23922 
20181216,1,11215 ,401614 ,12209 ,6595 ,10304 ,17686 ,19770 ,16668 ,16493 ,14137 ,15920 ,13603 ,14308 ,11275 ,7695 ,15912 ,11366 ,6294 ,10107 ,20236 ,19555 ,16730 ,16671 ,13963 ,15797 ,14584 ,15612 ,14036 ,9589 ,24497 
20181216,1,11230 ,379077 ,11568 ,5789 ,8830 ,19023 ,17140 ,12994 ,14693 ,13696 ,14657 ,12229 ,13205 ,11604 ,8224 ,18739 ,10622 ,5237 ,10011 ,22964 ,14973 ,12812 ,14118 ,12081 ,13373 ,12292 ,14229 ,13372 ,9752 ,30851 
20181216,1,11260 ,400406 ,13866 ,6740 ,8968 ,11743 ,13665 ,14033 ,17206 ,14337 ,15813 ,15018 ,16353 ,13518 ,9779 ,19453 ,12964 ,6211 ,8719 ,12415 ,14593 ,14298 ,15877 ,13256 ,16009 ,16241 ,18991 ,16043 ,12154 ,32143 
20181216,1,11290 ,475950 ,17668 ,9945 ,12848 ,19135 ,17863 ,13908 ,17215 ,16739 ,19415 ,15281 ,16076 ,13929 ,10233 ,22525 ,16005 ,8764 ,13841 ,24755 ,16822 ,14911 ,18065 ,17276 ,19262 ,16605 ,18361 ,17048 ,12863 ,38592 
20181216,1,11305 ,332450 ,10712 ,5870 ,7673 ,10803 ,11376 ,10247 ,12201 ,11891 ,13347 ,11461 ,12269 ,10489 ,8042 ,19156 ,9579 ,5234 ,7585 ,12795 ,11522 ,9681 ,11463 ,11431 ,13642 ,12882 ,14803 ,13077 ,11417 ,31804 
20181216,1,11320 ,323019 ,11429 ,6404 ,7978 ,9164 ,9691 ,9540 ,11548 ,10878 ,12755 ,11535 ,12690 ,11613 ,8203 ,17732 ,10242 ,5789 ,7738 ,10173 ,10336 ,10003 ,11720 ,10995 ,13814 ,12932 ,15263 ,14257 ,9891 ,28708 
20181216,1,11350 ,562630 ,19457 ,12941 ,19101 ,21681 ,18038 ,15325 ,18872 ,19296 ,23533 ,19992 ,20466 ,17716 ,12647 ,24805 ,18949 ,12377 ,17469 ,21475 ,17226 ,16225 ,20084 ,21082 ,26022 ,22086 ,24255 ,21468 ,15692 ,44348 
20181216,1,11380 ,490313 ,17717 ,9870 ,13293 ,13539 ,15152 ,15224 ,19796 ,18475 ,19859 ,16727 ,17345 ,14802 ,10829 ,24844 ,16494 ,9016 ,12737 ,15084 ,16783 ,16733 ,20073 ,19003 ,21283 ,18261 ,21350 ,19439 ,15228 ,41358 
20181216,1,11410 ,380048 ,11533 ,5902 ,8491 ,16020 ,17035 ,12496 ,14206 ,13196 ,14984 ,11812 ,12634 ,10310 ,7541 ,17866 ,10770 ,5669 ,10626 ,25200 ,18196 ,13940 ,14567 ,13289 ,14629 ,13025 ,14595 ,12661 ,9687 ,29169 
20181216,1,11440 ,463021 ,13524 ,6779 ,10685 ,21826 ,24086 ,20102 ,21311 ,17885 ,18447 ,13375 ,13295 ,10633 ,7198 ,17161 ,13610 ,6852 ,11627 ,27516 ,27420 ,22426 ,21660 ,17933 ,17540 ,14311 ,15164 ,12900 ,9487 ,28271 
20181216,1,11470 ,420971 ,16166 ,11136 ,13848 ,11750 ,12091 ,12430 ,15752 ,16620 ,19574 ,16237 ,15544 ,12828 ,9767 ,17292 ,15728 ,10584 ,12450 ,11988 ,12893 ,13272 ,16464 ,17413 ,19976 ,16775 ,17270 ,15603 ,11801 ,27722 
20181216,1,11500 ,577719 ,22372 ,10181 ,12883 ,15103 ,21618 ,23650 ,28080 ,22398 ,22728 ,17605 ,20225 ,17271 ,13371 ,25216 ,22348 ,10049 ,12759 ,18012 ,24885 ,25197 ,27007 ,22177 ,21103 ,19386 ,23886 ,21695 ,16645 ,39872 
20181216,1,11530 ,406364 ,15589 ,6947 ,8392 ,11334 ,14461 ,16065 ,19184 ,17481 ,17196 ,14053 ,15078 ,13888 ,9915 ,18826 ,14708 ,6394 ,8519 ,12004 ,15092 ,15857 ,17633 ,15463 ,15915 ,14448 ,17327 ,15775 ,12017 ,26802 
20181216,1,11545 ,209430 ,6175 ,2934 ,4131 ,6061 ,9482 ,9380 ,10175 ,8524 ,9285 ,8281 ,8805 ,7387 ,5212 ,9323 ,5942 ,2979 ,3731 ,5981 ,8055 ,8047 ,8413 ,7296 ,8193 ,8019 ,9156 ,8531 ,6417 ,13517 
20181216,1,11560 ,419126 ,13359 ,5967 ,7748 ,11591 ,18803 ,19387 ,20292 ,16698 ,18244 ,15517 ,15542 ,13389 ,9598 ,19039 ,13064 ,5403 ,7240 ,13648 ,20025 ,19281 ,18489 ,14991 ,15209 ,14788 ,16552 ,14989 ,11261 ,29011 
20181216,1,11590 ,435254 ,13294 ,6221 ,9804 ,19754 ,22914 ,17624 ,17307 ,15628 ,15350 ,12986 ,13498 ,12531 ,9095 ,21062 ,13949 ,6343 ,9832 ,21408 ,20036 ,16727 ,17115 ,14840 ,15106 ,14446 ,17405 ,16077 ,12454 ,32448 
20181216,1,11620 ,552484 ,13434 ,6487 ,11005 ,25058 ,38555 ,29959 ,25341 ,20566 ,20481 ,15666 ,16358 ,14174 ,11590 ,23494 ,13553 ,6521 ,10879 ,28543 ,34356 ,24478 ,21619 ,17501 ,17736 ,16940 ,19869 ,17997 ,15075 ,35249 
20181216,1,11650 ,505525 ,16696 ,9448 ,12411 ,15595 ,20033 ,19105 ,21974 ,21089 ,24307 ,17817 ,16293 ,14041 ,10971 ,22803 ,17762 ,10004 ,12859 ,16597 ,20173 ,20263 ,22947 ,20968 ,22235 ,17001 ,17821 ,16947 ,13619 ,33744 
20181216,1,11680 ,656550 ,19853 ,12756 ,18754 ,19739 ,27036 ,27478 ,30815 ,27768 ,30997 ,23174 ,20235 ,16880 ,13370 ,28277 ,19952 ,12503 ,17695 ,23157 ,29838 ,28286 ,30276 ,27423 ,29205 ,21230 ,21350 ,20891 ,16973 ,40637 
20181216,1,11710 ,741311 ,27476 ,14108 ,19029 ,20169 ,25718 ,27732 ,32977 ,28922 ,29808 ,25288 ,26368 ,22972 ,17582 ,30452 ,27712 ,14440 ,18002 ,21686 ,28342 ,30587 ,34684 ,28952 ,31115 ,28073 ,31403 ,29247 ,20857 ,47609 
20181216,1,11740 ,516867 ,19936 ,10613 ,14472 ,14320 ,16888 ,16937 ,21286 ,19381 ,21208 ,18271 ,20090 ,17530 ,12828 ,24023 ,18315 ,9523 ,12290 ,14773 ,17178 ,17705 ,21652 ,19278 ,21812 ,19988 ,23811 ,21846 ,15744 ,35169 
20181216,2,11110 ,225147 ,5169 ,2972 ,5239 ,10796 ,11103 ,8533 ,8588 ,8097 ,9776 ,8228 ,8707 ,6963 ,4871 ,11007 ,4845 ,2830 ,6013 ,11669 ,9857 ,7696 ,8320 ,7675 ,9158 ,8026 ,8353 ,7485 ,5725 ,17449 
20181216,2,11140 ,164393 ,3696 ,1551 ,2940 ,6924 ,7394 ,7788 ,8277 ,6798 ,7475 ,5988 ,6266 ,5176 ,3769 ,7043 ,3919 ,1669 ,3066 ,7181 ,8080 ,7562 ,7659 ,5797 ,6189 ,5382 ,5844 ,5510 ,3854 ,11597 
20181216,2,11170 ,278537 ,6634 ,3301 ,5373 ,10332 ,14657 ,13882 ,13988 ,11448 ,11397 ,8739 ,8832 ,7244 ,5262 ,12119 ,7197 ,3535 ,5540 ,12219 ,16255 ,13602 ,13163 ,10462 ,10425 ,8343 ,9401 ,8727 ,6330 ,20131 
20181216,2,11200 ,340467 ,11941 ,5154 ,7356 ,12804 ,14152 ,13733 ,15337 ,13343 ,13763 ,11219 ,12464 ,10304 ,7316 ,14352 ,11152 ,5001 ,7329 ,13925 ,14086 ,14665 ,15682 ,12193 ,13087 ,11640 ,13427 ,12143 ,9022 ,23875 
20181216,2,11215 ,400299 ,12189 ,6583 ,10308 ,17409 ,19656 ,16534 ,16481 ,14038 ,15874 ,13607 ,14260 ,11275 ,7642 ,15903 ,11292 ,6265 ,10066 ,20044 ,19506 ,16654 ,16645 ,14000 ,15786 ,14552 ,15630 ,14034 ,9579 ,24487 
20181216,2,11230 ,379376 ,11573 ,5794 ,8848 ,19103 ,17275 ,13083 ,14727 ,13604 ,14642 ,12116 ,13190 ,11558 ,8207 ,18738 ,10698 ,5271 ,9947 ,23099 ,15011 ,12863 ,14159 ,12077 ,13372 ,12338 ,14237 ,13327 ,9712 ,30806 
20181216,2,11260 ,401514 ,13858 ,6735 ,8980 ,11806 ,13834 ,14252 ,17180 ,14413 ,15889 ,15053 ,16335 ,13511 ,9767 ,19476 ,12986 ,6223 ,8768 ,12549 ,14640 ,14395 ,15905 ,13290 ,16086 ,16262 ,18935 ,16076 ,12165 ,32145 
20181216,2,11290 ,476828 ,17665 ,9952 ,12793 ,19192 ,18090 ,13924 ,17287 ,16817 ,19476 ,15246 ,16037 ,13903 ,10202 ,22503 ,16000 ,8770 ,13896 ,24887 ,16922 ,14974 ,18171 ,17356 ,19267 ,16634 ,18363 ,17071 ,12941 ,38491 
20181216,2,11305 ,332500 ,10682 ,5848 ,7632 ,10695 ,11385 ,10300 ,12187 ,11956 ,13310 ,11520 ,12281 ,10474 ,8072 ,19170 ,9580 ,5237 ,7607 ,12769 ,11624 ,9729 ,11412 ,11441 ,13652 ,12834 ,14813 ,13073 ,11394 ,31822 
20181216,2,11320 ,324400 ,11477 ,6426 ,8069 ,9333 ,9837 ,9697 ,11663 ,10986 ,12767 ,11579 ,12759 ,11580 ,8225 ,17646 ,10243 ,5797 ,7735 ,10266 ,10469 ,10038 ,11765 ,11020 ,13879 ,12999 ,15312 ,14232 ,9946 ,28656 
20181216,2,11350 ,563265 ,19468 ,12944 ,19030 ,21640 ,18082 ,15292 ,18908 ,19274 ,23708 ,20079 ,20490 ,17873 ,12622 ,24806 ,18963 ,12380 ,17470 ,21490 ,17203 ,16259 ,20088 ,21089 ,26072 ,22092 ,24307 ,21518 ,15654 ,44465 
20181216,2,11380 ,491440 ,17730 ,9865 ,13323 ,13580 ,15298 ,15386 ,19879 ,18479 ,19919 ,16723 ,17316 ,14856 ,10839 ,24886 ,16481 ,9004 ,12804 ,15167 ,16958 ,16787 ,20119 ,18987 ,21353 ,18301 ,21359 ,19450 ,15207 ,41384 
20181216,2,11410 ,380118 ,11576 ,5910 ,8469 ,15862 ,16957 ,12563 ,14106 ,13288 ,15016 ,11882 ,12578 ,10282 ,7559 ,17851 ,10779 ,5695 ,10621 ,25222 ,18184 ,13993 ,14577 ,13302 ,14604 ,13049 ,14586 ,12707 ,9695 ,29207 
20181216,2,11440 ,458292 ,13610 ,6823 ,10748 ,21576 ,23338 ,19539 ,21125 ,17632 ,18177 ,13221 ,13209 ,10617 ,7205 ,17116 ,13548 ,6821 ,11535 ,27045 ,26743 ,21938 ,21452 ,17842 ,17437 ,14210 ,15208 ,12894 ,9479 ,28204 
20181216,2,11470 ,421807 ,16170 ,11139 ,13790 ,11822 ,12132 ,12526 ,15847 ,16653 ,19631 ,16335 ,15535 ,12890 ,9854 ,17258 ,15748 ,10585 ,12431 ,12027 ,13049 ,13291 ,16496 ,17493 ,20028 ,16796 ,17259 ,15582 ,11802 ,27640 
20181216,2,11500 ,579117 ,22428 ,10200 ,12927 ,15168 ,21778 ,23804 ,28238 ,22499 ,22784 ,17638 ,20231 ,17273 ,13361 ,25365 ,22301 ,10049 ,12804 ,18095 ,24932 ,25316 ,27046 ,22202 ,21064 ,19446 ,23899 ,21699 ,16656 ,39910 
20181216,2,11530 ,406986 ,15605 ,6945 ,8356 ,11315 ,14646 ,16022 ,19204 ,17473 ,17337 ,13972 ,15092 ,13892 ,9979 ,18806 ,14896 ,6466 ,8503 ,12010 ,15135 ,15935 ,17690 ,15377 ,15974 ,14432 ,17348 ,15807 ,12007 ,26762 
20181216,2,11545 ,209969 ,6212 ,2944 ,4107 ,6179 ,9515 ,9484 ,10217 ,8508 ,9272 ,8233 ,8750 ,7382 ,5183 ,9327 ,6005 ,3003 ,3705 ,6012 ,8117 ,8110 ,8443 ,7287 ,8181 ,8043 ,9153 ,8548 ,6425 ,13624 
20181216,2,11560 ,417182 ,13382 ,5968 ,7725 ,11548 ,18674 ,19206 ,20072 ,16588 ,17976 ,15398 ,15485 ,13291 ,9462 ,18937 ,13072 ,5408 ,7210 ,13704 ,20022 ,19160 ,18409 ,14921 ,15082 ,14702 ,16418 ,15048 ,11258 ,29057 
20181216,2,11590 ,436277 ,13305 ,6221 ,9868 ,19759 ,23060 ,17717 ,17363 ,15593 ,15391 ,12945 ,13646 ,12516 ,9107 ,21131 ,13943 ,6340 ,9886 ,21414 ,20135 ,16789 ,17205 ,14885 ,15094 ,14489 ,17440 ,16077 ,12501 ,32456 
20181216,2,11620 ,553309 ,13381 ,6473 ,11005 ,25100 ,38783 ,29951 ,25406 ,20596 ,20508 ,15735 ,16341 ,14049 ,11551 ,23519 ,13597 ,6534 ,10884 ,28711 ,34598 ,24502 ,21635 ,17502 ,17823 ,16904 ,19911 ,18085 ,15043 ,35182 
20181216,2,11650 ,502038 ,16646 ,9432 ,12338 ,15442 ,19632 ,18783 ,21770 ,20868 ,23978 ,17643 ,16032 ,13891 ,10978 ,22747 ,17711 ,9981 ,12856 ,16532 ,19846 ,20199 ,22803 ,20926 ,22093 ,16960 ,17765 ,16889 ,13577 ,33719 
20181216,2,11680 ,651111 ,19850 ,12773 ,18724 ,19638 ,26432 ,26703 ,29980 ,27318 ,30821 ,22931 ,20159 ,16885 ,13359 ,28278 ,19983 ,12518 ,17648 ,22720 ,29446 ,27834 ,29938 ,27280 ,29000 ,21138 ,21335 ,20901 ,16982 ,40539 
20181216,2,11710 ,741104 ,27538 ,14118 ,19051 ,20270 ,25791 ,27634 ,33068 ,28930 ,29784 ,25381 ,26343 ,22905 ,17548 ,30444 ,27727 ,14416 ,17958 ,21723 ,28379 ,30576 ,34608 ,28874 ,31111 ,27993 ,31368 ,29217 ,20816 ,47532 
20181216,2,11740 ,517215 ,19964 ,10621 ,14407 ,14341 ,16885 ,16986 ,21336 ,19440 ,21219 ,18289 ,20131 ,17580 ,12867 ,24062 ,18302 ,9520 ,12321 ,14737 ,17273 ,17735 ,21674 ,19280 ,21805 ,19980 ,23836 ,21834 ,15724 ,35069 
20181216,3,11110 ,222694 ,5164 ,2978 ,5153 ,10644 ,10789 ,8324 ,8332 ,7922 ,9615 ,8051 ,8516 ,6903 ,4843 ,10955 ,4813 ,2815 ,6015 ,11591 ,9701 ,7658 ,8186 ,7648 ,9141 ,7968 ,8347 ,7491 ,5716 ,17416 
20181216,3,11140 ,163028 ,3656 ,1534 ,2869 ,6814 ,7293 ,7711 ,8152 ,6723 ,7405 ,5922 ,6240 ,5192 ,3767 ,7018 ,3896 ,1657 ,3029 ,7102 ,7984 ,7485 ,7541 ,5688 ,6144 ,5366 ,5851 ,5474 ,3856 ,11658 
20181216,3,11170 ,275841 ,6618 ,3297 ,5367 ,10178 ,14213 ,13560 ,13865 ,11341 ,11439 ,8723 ,8796 ,7280 ,5248 ,12072 ,7181 ,3524 ,5576 ,11893 ,15634 ,13385 ,13065 ,10407 ,10434 ,8321 ,9394 ,8697 ,6333 ,20001 
20181216,3,11200 ,341441 ,11959 ,5154 ,7402 ,12976 ,14240 ,13754 ,15448 ,13445 ,13791 ,11273 ,12435 ,10253 ,7286 ,14336 ,11099 ,4987 ,7330 ,14080 ,14268 ,14668 ,15745 ,12231 ,13048 ,11653 ,13394 ,12135 ,9021 ,24029 
20181216,3,11215 ,400130 ,12223 ,6601 ,10242 ,17252 ,19589 ,16526 ,16489 ,14075 ,15858 ,13580 ,14306 ,11274 ,7704 ,15932 ,11336 ,6287 ,10026 ,19883 ,19399 ,16702 ,16695 ,14004 ,15794 ,14544 ,15590 ,14050 ,9608 ,24561 
20181216,3,11230 ,380043 ,11577 ,5794 ,8859 ,19314 ,17410 ,13134 ,14745 ,13652 ,14610 ,12021 ,13100 ,11617 ,8224 ,18841 ,10680 ,5270 ,9943 ,23105 ,15111 ,12871 ,14180 ,12086 ,13328 ,12321 ,14213 ,13372 ,9758 ,30907 
20181216,3,11260 ,401943 ,13807 ,6719 ,8984 ,11880 ,13937 ,14334 ,17218 ,14398 ,15900 ,15030 ,16317 ,13484 ,9804 ,19462 ,12976 ,6221 ,8771 ,12637 ,14799 ,14401 ,15928 ,13350 ,16045 ,16290 ,18965 ,16085 ,12142 ,32056 
20181216,3,11290 ,477570 ,17708 ,9967 ,12826 ,19246 ,18189 ,13985 ,17325 ,16862 ,19531 ,15283 ,16075 ,13879 ,10206 ,22468 ,15973 ,8764 ,13807 ,25016 ,17062 ,15029 ,18166 ,17409 ,19314 ,16628 ,18351 ,17037 ,12887 ,38575 
20181216,3,11305 ,332661 ,10648 ,5828 ,7606 ,10583 ,11459 ,10358 ,12179 ,11953 ,13248 ,11525 ,12321 ,10496 ,8061 ,19176 ,9594 ,5242 ,7665 ,12801 ,11591 ,9763 ,11435 ,11456 ,13664 ,12868 ,14833 ,13093 ,11403 ,31808 
20181216,3,11320 ,325778 ,11474 ,6419 ,8075 ,9506 ,9991 ,9781 ,11730 ,11059 ,12811 ,11640 ,12742 ,11685 ,8274 ,17720 ,10230 ,5795 ,7734 ,10382 ,10571 ,10114 ,11849 ,11036 ,13938 ,12997 ,15352 ,14269 ,9954 ,28648 
20181216,3,11350 ,563369 ,19508 ,12952 ,19081 ,21453 ,18071 ,15280 ,18983 ,19370 ,23831 ,20046 ,20635 ,17890 ,12663 ,24768 ,18969 ,12374 ,17473 ,21409 ,17230 ,16241 ,20026 ,21048 ,26070 ,22132 ,24268 ,21518 ,15649 ,44431 
20181216,3,11380 ,493098 ,17775 ,9895 ,13342 ,13714 ,15548 ,15459 ,20005 ,18548 ,20030 ,16776 ,17390 ,14795 ,10879 ,24946 ,16544 ,9036 ,12802 ,15232 ,17090 ,16877 ,20202 ,18979 ,21392 ,18313 ,21406 ,19443 ,15258 ,41422 
20181216,3,11410 ,379823 ,11528 ,5904 ,8485 ,15760 ,16932 ,12462 ,14142 ,13354 ,14950 ,11848 ,12694 ,10257 ,7523 ,17778 ,10777 ,5673 ,10643 ,25342 ,18157 ,14036 ,14625 ,13277 ,14500 ,13000 ,14548 ,12701 ,9677 ,29254 
20181216,3,11440 ,452798 ,13582 ,6818 ,10695 ,21040 ,22457 ,19046 ,20751 ,17472 ,18030 ,13097 ,13177 ,10590 ,7166 ,17026 ,13608 ,6848 ,11426 ,26311 ,26061 ,21468 ,21246 ,17773 ,17346 ,14152 ,15133 ,12868 ,9424 ,28186 
20181216,3,11470 ,423298 ,16232 ,11155 ,13860 ,11896 ,12330 ,12643 ,15903 ,16790 ,19646 ,16375 ,15596 ,12879 ,9858 ,17261 ,15812 ,10604 ,12488 ,12111 ,13153 ,13351 ,16537 ,17523 ,20071 ,16836 ,17230 ,15609 ,11801 ,27748 
20181216,3,11500 ,580156 ,22395 ,10180 ,12923 ,15143 ,21852 ,23977 ,28278 ,22439 ,22803 ,17740 ,20275 ,17364 ,13356 ,25406 ,22292 ,10035 ,12790 ,18147 ,25148 ,25423 ,27046 ,22241 ,21097 ,19501 ,23938 ,21763 ,16671 ,39931 
20181216,3,11530 ,407063 ,15637 ,6957 ,8363 ,11302 ,14676 ,16095 ,19231 ,17491 ,17393 ,13969 ,15020 ,13830 ,9947 ,18769 ,14851 ,6445 ,8541 ,12122 ,15125 ,15936 ,17596 ,15405 ,16008 ,14420 ,17372 ,15807 ,12007 ,26750 
20181216,3,11545 ,210860 ,6255 ,2959 ,4114 ,6296 ,9626 ,9511 ,10188 ,8514 ,9271 ,8258 ,8829 ,7412 ,5194 ,9366 ,5977 ,2996 ,3733 ,6114 ,8209 ,8130 ,8429 ,7327 ,8229 ,8057 ,9146 ,8550 ,6455 ,13716 
20181216,3,11560 ,415995 ,13411 ,5992 ,7751 ,11562 ,18742 ,19138 ,19949 ,16499 ,17806 ,15289 ,15413 ,13144 ,9525 ,18951 ,13069 ,5408 ,7225 ,13695 ,19981 ,19120 ,18297 ,14808 ,14999 ,14628 ,16428 ,14997 ,11224 ,28942 
20181216,3,11590 ,437299 ,13310 ,6222 ,9883 ,19857 ,23163 ,17830 ,17441 ,15740 ,15395 ,13046 ,13664 ,12566 ,9066 ,21102 ,13955 ,6347 ,9828 ,21502 ,20238 ,16878 ,17246 ,14869 ,15121 ,14511 ,17419 ,16117 ,12487 ,32496 
20181216,3,11620 ,554177 ,13346 ,6454 ,11006 ,25184 ,39019 ,30118 ,25435 ,20601 ,20397 ,15728 ,16258 ,14125 ,11570 ,23559 ,13578 ,6528 ,10909 ,28790 ,34882 ,24565 ,21715 ,17533 ,17872 ,16864 ,19893 ,18034 ,15029 ,35187 
20181216,3,11650 ,499923 ,16706 ,9468 ,12302 ,15329 ,19143 ,18551 ,21656 ,20649 ,23983 ,17495 ,16065 ,13911 ,10876 ,22660 ,17688 ,9966 ,12875 ,16385 ,19581 ,20115 ,22768 ,20903 ,22014 ,16890 ,17761 ,16901 ,13634 ,33647 
20181216,3,11680 ,646802 ,19809 ,12755 ,18711 ,19548 ,25925 ,26046 ,29597 ,26979 ,30501 ,22919 ,20101 ,16880 ,13313 ,28289 ,20007 ,12525 ,17639 ,22520 ,29027 ,27524 ,29645 ,27193 ,28924 ,21054 ,21282 ,20837 ,16955 ,40299 
20181216,3,11710 ,741078 ,27453 ,14090 ,19033 ,20201 ,25844 ,27708 ,33071 ,28862 ,29649 ,25393 ,26430 ,22873 ,17560 ,30388 ,27719 ,14413 ,17970 ,21713 ,28443 ,30609 ,34645 ,28833 ,31171 ,28005 ,31404 ,29199 ,20801 ,47599 
20181216,3,11740 ,517608 ,19971 ,10614 ,14408 ,14320 ,16958 ,17001 ,21327 ,19384 ,21256 ,18304 ,20092 ,17624 ,12831 ,24020 ,18374 ,9550 ,12340 ,14784 ,17367 ,17760 ,21658 ,19290 ,21774 ,19997 ,23824 ,21864 ,15733 ,35185 
