위도,경도
37.551584,126.978868
37.549328,126.974868
37.547592,126.975769
37.54645,126.975146
37.548482,126.979252
37.5479,126.980263
37.549177,126.98027
37.5496,126.982527
37.552467,126.976783
37.54824,126.983918
37.547245,126.981821
37.553241,126.978719
37.548155,126.976278
37.548053,126.976501
37.551059,126.977431
37.549802,126.979413
37.547139,126.982841
37.548053,126.974861
37.553732,126.977711
37.549136,126.976056
37.552154,126.976705
37.548388,126.97635
37.54757,126.977481
37.551696,126.980109
37.550412,126.982464
37.546613,126.977112
37.54959,126.98311
37.54886,126.981524
37.549923,126.978087
37.547011,126.979533
37.550548,126.976096
37.550424,126.97849
37.550851,126.979817
37.548212,126.973678
37.548477,126.983027
37.551744,126.977212
37.551595,126.98119
37.546446,126.982697
37.550546,126.980887
37.552309,126.978312
37.546459,126.977914
37.550432,126.974874
37.552529,126.977923
37.549503,126.976895
37.546108,126.976788
37.545778,126.983146
37.545863,126.984362
37.542601,126.983925
37.545709,126.9884
37.545365,126.988824
37.54476,126.986953
37.544158,126.985789
37.542527,126.985651
37.543111,126.986018
37.541452,126.986045
37.542316,126.986683
37.544733,126.985976
37.543537,126.984153
37.54121,126.985379
37.544047,126.98186
37.545089,126.983028
37.543709,126.985611
37.54405,126.987427
37.545335,126.987351
37.545126,126.98725
37.545023,126.988315
37.545047,126.987753
37.543317,126.988084
37.543681,126.989059
37.543971,126.983742
37.542863,126.987875
37.544411,126.984806
37.545802,126.986338
37.544372,126.981414
37.543496,126.985279
37.545403,126.984098
37.545581,126.988727
37.546208,126.984765
37.54325,126.98715
37.545456,126.981995
37.544196,126.988176
37.541519,126.985306
37.546363,126.981912
37.549208,126.973222
37.547353,126.973786
37.546974,126.973542
37.545517,126.973386
37.552619,126.973947
37.55116,126.974037
37.552464,126.975289
37.551717,126.97475
37.549732,126.974801
37.547633,126.972506
37.552892,126.975189
37.542584,126.973595
37.541926,126.971866
37.546158,126.973208
37.546158,126.973208
37.550132,126.973862
37.551526,126.967572
37.553445,126.968574
37.553177,126.966308
37.549734,126.967343
37.547978,126.966981
37.548511,126.968368
37.548336,126.963375
37.546422,126.963403
37.546935,126.967868
37.544795,126.966919
37.543928,126.967815
37.543536,126.965028
37.543569,126.969763
37.546464,126.967109
37.545376,126.965527
37.543028,126.967554
37.543831,126.966403
37.550606,126.966888
37.552613,126.964203
37.545816,126.969356
37.551028,126.966384
37.547347,126.964973
37.542652,126.969411
37.552644,126.965806
37.543426,126.970622
37.547337,126.963462
37.546405,126.965822
37.550483,126.967674
37.547182,126.966132
37.550724,126.964097
37.548296,126.965121
37.549442,126.967703
37.543395,126.968569
37.550438,126.965046
37.545284,126.969188
37.549464,126.964239
37.542401,126.969951
37.551762,126.964301
37.554319,126.968102
37.552077,126.968014
37.551451,126.965266
37.549179,126.966211
37.542752,126.968315
37.542946,126.968664
37.552319,126.967327
37.551345,126.964234
37.552036,126.966024
37.547819,126.968206
37.551407,126.968343
37.551009,126.964655
37.548631,126.964469
37.549509,126.968454
37.544115,126.970877
37.552681,126.967905
37.543525,126.969129
37.541861,126.969176
37.539579,126.964874
37.534267,126.962189
37.534705,126.963645
37.534782,126.962977
37.537672,126.964615
37.540523,126.964535
37.539036,126.964988
37.539446,126.96593
37.536558,126.96382
37.537156,126.965664
37.534907,126.964533
37.535934,126.96415
37.541407,126.965747
37.537458,126.963865
37.540253,126.965511
37.535433,126.963379
37.536418,126.962032
37.534861,126.966606
37.536743,126.969824
37.536887,126.963536
37.53514,126.959953
37.533554,126.956371
37.533028,126.952618
37.535268,126.953349
37.534513,126.953166
37.533429,126.954852
37.534306,126.957731
37.535824,126.955265
37.534384,126.951363
37.535019,126.952869
37.535186,126.955483
37.534329,126.956296
37.532354,126.954338
37.535718,126.951448
37.535813,126.953249
37.534342,126.949364
37.536122,126.950982
37.534689,126.956601
