자치구,인구수
강동구,480941 
종로구,307442 
중구,283836 
용산구,287628 
성동구,355732 
광진구,411579 
동대문구,383802 
중랑구,373878 
성북구,456216 
강북구,310719 
도봉구,299952 
노원구,543418 
은평구,454637 
서대문구,401619 
마포구,492992 
양천구,410485 
강서구,549247 
구로구,412132 
금천구,225080 
영등포구,480282 
동작구,432264 
관악구,512679 
서초구,610708 
강남구,831063 
송파구,763220 
강동구,489290 
종로구,281861 
중구,252572 
용산구,280860 
성동구,353267 
광진구,413147 
동대문구,384833 
중랑구,380429 
성북구,460995 
강북구,317105 
도봉구,307607 
노원구,553446 
은평구,466217 
서대문구,396522 
마포구,480378 
양천구,418444 
강서구,558677 
구로구,412856 
금천구,219623 
영등포구,464850 
동작구,435825 
관악구,527183 
서초구,581706 
강남구,781528 
송파구,763030 
강동구,496591 
종로구,255651 
중구,225667 
용산구,274759 
성동구,350714 
광진구,414714 
동대문구,384806 
중랑구,387361 
성북구,466017 
강북구,324757 
도봉구,315235 
노원구,558744 
은평구,478077 
서대문구,390344 
마포구,464927 
양천구,421689 
강서구,568012 
구로구,415313 
금천구,217527 
영등포구,451166 
동작구,438799 
관악구,541179 
서초구,551560 
강남구,724287 
송파구,762746 
강동구,505169 
종로구,238351 
중구,201468 
용산구,263213 
성동구,343443 
광진구,406241 
동대문구,382636 
중랑구,398344 
성북구,469416 
강북구,333637 
도봉구,317968 
노원구,563988 
은평구,490417 
서대문구,382937 
마포구,452213 
양천구,426268 
강서구,580200 
구로구,406854 
금천구,213110 
영등포구,428138 
동작구,443289 
관악구,555746 
서초구,515025 
강남구,689700 
송파구,758423 
강동구,516362 
종로구,233379 
중구,194848 
용산구,260599 
성동구,342455 
광진구,405101 
동대문구,382208 
중랑구,400379 
성북구,470952 
강북구,335421 
도봉구,320678 
노원구,566283 
은평구,493917 
서대문구,382512 
마포구,445619 
양천구,427853 
강서구,582671 
구로구,405940 
금천구,212635 
영등포구,423086 
동작구,444839 
관악구,558830 
서초구,507469 
강남구,673688 
송파구,758715 
강동구,518677 
종로구,231095 
중구,191521 
용산구,259439 
성동구,342987 
광진구,405418 
동대문구,382588 
중랑구,401419 
성북구,471204 
강북구,336342 
도봉구,321556 
노원구,567481 
은평구,495580 
서대문구,382269 
마포구,443181 
양천구,428924 
강서구,583160 
구로구,405593 
금천구,213046 
영등포구,421038 
동작구,445669 
관악구,560234 
서초구,504304 
강남구,666080 
송파구,758473 
강동구,519463 
종로구,229692 
중구,188943 
용산구,259135 
성동구,343255 
광진구,405463 
동대문구,382723 
중랑구,402226 
성북구,472113 
강북구,336581 
도봉구,322642 
노원구,567638 
은평구,496854 
서대문구,382594 
마포구,441037 
양천구,429061 
강서구,583966 
구로구,405990 
금천구,212858 
영등포구,419918 
동작구,446310 
관악구,561192 
서초구,502493 
강남구,661098 
송파구,758605 
강동구,519880 
종로구,228997 
중구,186559 
용산구,259213 
성동구,344311 
광진구,404938 
동대문구,382809 
중랑구,402809 
성북구,472341 
강북구,336742 
도봉구,323531 
노원구,567825 
은평구,497094 
서대문구,382290 
마포구,440026 
양천구,429448 
강서구,584392 
구로구,406042 
금천구,213271 
영등포구,419421 
동작구,447021 
관악구,561714 
서초구,501200 
강남구,658028 
송파구,758990 
강동구,519780 
종로구,231374 
중구,185339 
용산구,260461 
성동구,345150 
광진구,405161 
동대문구,384010 
중랑구,401863 
성북구,472643 
강북구,335306 
도봉구,322637 
노원구,567045 
은평구,495674 
서대문구,383019 
마포구,439654 
양천구,429155 
강서구,584959 
구로구,406673 
금천구,212944 
영등포구,421599 
동작구,446431 
관악구,561022 
서초구,502589 
강남구,658040 
송파구,759131 
강동구,519558 
종로구,233888 
중구,185895 
용산구,265310 
성동구,348257 
광진구,405320 
동대문구,385045 
중랑구,398093 
성북구,471559 
강북구,331446 
도봉구,321802 
노원구,564635 
은평구,492340 
서대문구,383884 
마포구,441835 
양천구,428294 
강서구,585800 
구로구,405418 
금천구,211840 
영등포구,427349 
동작구,445317 
관악구,557744 
서초구,512272 
강남구,664124 
송파구,760110 
강동구,520287 
종로구,245427 
중구,199165 
용산구,276494 
성동구,353502 
광진구,403867 
동대문구,385017 
중랑구,389887 
성북구,467637 
강북구,323861 
도봉구,316407 
노원구,557007 
은평구,484863 
서대문구,384614 
마포구,445073 
양천구,422547 
강서구,585240 
구로구,403746 
금천구,213278 
영등포구,439755 
동작구,443714 
관악구,549006 
서초구,541315 
강남구,687271 
송파구,763937 
강동구,516733 
종로구,280910 
중구,242120 
용산구,298460 
성동구,365761 
광진구,403483 
동대문구,389492 
중랑구,378134 
성북구,456959 
강북구,311623 
도봉구,309039 
노원구,546052 
은평구,469081 
서대문구,389322 
마포구,449260 
양천구,408035 
강서구,577968 
구로구,412168 
금천구,220323 
영등포구,488507 
동작구,435997 
관악구,532536 
서초구,584395 
강남구,740402 
송파구,764224 
강동구,505784 
종로구,349842 
중구,352809 
용산구,322822 
성동구,379226 
광진구,385590 
동대문구,390997 
중랑구,349802 
성북구,441267 
강북구,292172 
도봉구,289916 
노원구,517250 
은평구,430657 
서대문구,401303 
마포구,468642 
양천구,384945 
강서구,550657 
구로구,412690 
금천구,248852 
영등포구,543625 
동작구,415233 
관악구,486927 
서초구,647995 
강남구,867512 
송파구,760416 
강동구,476961 
종로구,400830 
중구,421936 
용산구,335554 
성동구,377888 
광진구,374398 
동대문구,389284 
중랑구,332536 
성북구,429053 
강북구,279319 
도봉구,275099 
노원구,504294 
은평구,405639 
서대문구,410652 
마포구,484597 
양천구,369721 
강서구,534190 
구로구,412408 
금천구,262068 
영등포구,561759 
동작구,397421 
관악구,455856 
서초구,698971 
강남구,974119 
송파구,758580 
강동구,460067 
종로구,432869 
중구,456692 
용산구,337429 
성동구,375652 
광진구,373328 
동대문구,392490 
중랑구,324449 
성북구,427132 
강북구,273567 
도봉구,269053 
노원구,497034 
은평구,392717 
서대문구,418714 
마포구,496658 
양천구,360340 
강서구,528335 
구로구,409276 
금천구,265427 
영등포구,570778 
동작구,392292 
관악구,443033 
서초구,725130 
강남구,1024857 
송파구,759050 
강동구,451169 
종로구,457540 
중구,483128 
용산구,338364 
성동구,372709 
광진구,369651 
동대문구,393002 
중랑구,318431 
성북구,426405 
강북구,270419 
도봉구,264540 
노원구,490641 
은평구,385684 
서대문구,423193 
마포구,504654 
양천구,355786 
강서구,519829 
구로구,406261 
금천구,266196 
영등포구,576640 
동작구,387752 
관악구,436059 
서초구,745351 
강남구,1056299 
송파구,756362 
강동구,443887 
종로구,474014 
중구,500038 
용산구,338412 
성동구,371838 
광진구,368870 
동대문구,396430 
중랑구,316258 
성북구,423362 
강북구,267946 
도봉구,261759 
노원구,486252 
은평구,380116 
서대문구,422023 
마포구,510260 
양천구,354660 
강서구,515523 
구로구,405906 
금천구,267520 
영등포구,578324 
동작구,387513 
관악구,431053 
서초구,755623 
강남구,1075283 
송파구,754543 
강동구,439604 
종로구,480156 
중구,507590 
용산구,340925 
성동구,371680 
광진구,367879 
동대문구,397817 
중랑구,313777 
성북구,422452 
강북구,266569 
도봉구,259648 
노원구,484115 
은평구,376827 
서대문구,425738 
마포구,513421 
양천구,354328 
강서구,513089 
구로구,404057 
금천구,267940 
영등포구,582524 
동작구,389787 
관악구,426897 
서초구,764149 
강남구,1091861 
송파구,754334 
강동구,437430 
종로구,481057 
중구,507214 
용산구,339834 
성동구,371149 
광진구,368777 
동대문구,399579 
중랑구,313839 
성북구,423118 
강북구,265808 
도봉구,259141 
노원구,485170 
은평구,376627 
서대문구,427925 
마포구,515751 
양천구,355970 
강서구,512690 
구로구,402091 
금천구,268445 
영등포구,585498 
동작구,391470 
관악구,424677 
서초구,766338 
강남구,1099997 
송파구,753286 
강동구,438736 
종로구,470871 
중구,498478 
용산구,339291 
성동구,373328 
광진구,371180 
동대문구,399424 
중랑구,317784 
성북구,422707 
강북구,268037 
도봉구,260479 
노원구,485874 
은평구,379919 
서대문구,423707 
마포구,517089 
양천구,360143 
강서구,511368 
구로구,405425 
금천구,269301 
영등포구,581261 
동작구,390874 
관악구,428037 
서초구,761287 
강남구,1095518 
송파구,754620 
강동구,442679 
종로구,450892 
중구,478550 
용산구,337156 
성동구,375107 
광진구,374565 
동대문구,394717 
중랑구,323993 
성북구,424487 
강북구,272375 
도봉구,263985 
노원구,488044 
은평구,385626 
서대문구,418599 
마포구,519276 
양천구,364627 
강서구,515429 
구로구,408221 
금천구,268189 
영등포구,579823 
동작구,392974 
관악구,434490 
서초구,749795 
강남구,1081934 
송파구,756656 
강동구,446447 
종로구,424822 
중구,448817 
용산구,335900 
성동구,378213 
광진구,380430 
동대문구,387282 
중랑구,331792 
성북구,427389 
강북구,277463 
도봉구,268488 
노원구,495018 
은평구,394381 
서대문구,414573 
마포구,523731 
양천구,372681 
강서구,518939 
구로구,416253 
금천구,263223 
영등포구,570286 
동작구,399298 
관악구,443787 
서초구,739731 
강남구,1057425 
송파구,762583 
강동구,451891 
종로구,384301 
중구,381944 
용산구,331116 
성동구,375937 
광진구,402092 
동대문구,386590 
중랑구,346137 
성북구,436847 
강북구,287120 
도봉구,278722 
노원구,510961 
은평구,416433 
서대문구,408752 
마포구,521498 
양천구,383637 
강서구,524410 
구로구,418078 
금천구,247816 
영등포구,548299 
동작구,414397 
관악구,467725 
서초구,704604 
강남구,995301 
송파구,769143 
강동구,462709 
종로구,350940 
중구,332373 
용산구,309448 
성동구,361704 
광진구,407319 
동대문구,386713 
중랑구,360684 
성북구,446911 
강북구,300811 
도봉구,288748 
노원구,531141 
은평구,437889 
서대문구,403438 
마포구,515416 
양천구,397470 
강서구,538239 
구로구,411753 
금천구,230143 
영등포구,508773 
동작구,424297 
관악구,494001 
서초구,661630 
강남구,909541 
송파구,769494 
강동구,477314 
종로구,325243 
중구,297295 
용산구,298559 
성동구,354641 
광진구,409723 
동대문구,384612 
중랑구,368596 
성북구,452029 
강북구,308848 
도봉구,298126 
노원구,541204 
은평구,450182 
서대문구,401406 
마포구,508025 
양천구,406001 
강서구,548392 
구로구,411731 
금천구,224319 
영등포구,486655 
동작구,431573 
관악구,508985 
서초구,629472 
강남구,853875 
송파구,768016 
강동구,485507 
종로구,293949 
중구,263916 
용산구,292094 
성동구,353450 
광진구,412400 
동대문구,384393 
중랑구,376864 
성북구,459165 
강북구,314740 
도봉구,305151 
노원구,550548 
은평구,463697 
서대문구,397064 
마포구,494366 
양천구,414696 
강서구,557443 
구로구,411387 
금천구,218876 
영등포구,471599 
동작구,435265 
관악구,523852 
서초구,598181 
강남구,801670 
송파구,766712 
강동구,493718 
종로구,262529 
중구,232264 
용산구,280630 
성동구,354455 
광진구,413025 
동대문구,386134 
중랑구,384734 
성북구,464001 
강북구,323837 
도봉구,313636 
노원구,557542 
은평구,477110 
서대문구,389930 
마포구,473554 
양천구,420174 
강서구,566846 
구로구,415653 
금천구,217147 
영등포구,455598 
동작구,438603 
관악구,539758 
서초구,562668 
강남구,740186 
송파구,765597 
강동구,503770 
종로구,241279 
중구,203561 
용산구,266120 
성동구,346190 
광진구,406178 
동대문구,382978 
중랑구,396409 
성북구,469655 
강북구,331355 
도봉구,318327 
노원구,563533 
은평구,490506 
서대문구,384366 
마포구,456249 
양천구,424905 
강서구,580361 
구로구,407045 
금천구,213880 
영등포구,429538 
동작구,442807 
관악구,556308 
서초구,522764 
강남구,697812 
송파구,759397 
강동구,515371 
종로구,234941 
중구,196786 
용산구,262982 
성동구,344612 
광진구,404243 
동대문구,383264 
중랑구,399089 
성북구,472133 
강북구,333922 
도봉구,320744 
노원구,566429 
은평구,493927 
서대문구,384518 
마포구,448958 
양천구,427058 
강서구,582827 
구로구,405580 
금천구,213582 
영등포구,424277 
동작구,444121 
관악구,559211 
서초구,513326 
강남구,681825 
송파구,759790 
강동구,517151 
종로구,232215 
중구,193242 
용산구,261261 
성동구,344769 
광진구,404009 
동대문구,383404 
중랑구,400423 
성북구,472449 
강북구,335207 
도봉구,321955 
노원구,567134 
은평구,495697 
서대문구,384066 
마포구,446552 
양천구,427922 
강서구,583948 
구로구,405715 
금천구,213514 
영등포구,421864 
동작구,445187 
관악구,560841 
서초구,510282 
강남구,673208 
송파구,759751 
강동구,518411 
종로구,230345 
중구,190377 
용산구,260869 
성동구,345069 
광진구,404109 
동대문구,383690 
중랑구,401368 
성북구,472786 
강북구,335759 
도봉구,322782 
노원구,567900 
은평구,497000 
서대문구,384356 
마포구,443730 
양천구,428356 
강서구,584787 
구로구,405963 
금천구,213450 
영등포구,420860 
동작구,445822 
관악구,561771 
서초구,508036 
강남구,667634 
송파구,759682 
강동구,518791 
종로구,229891 
중구,187640 
용산구,260449 
성동구,346220 
광진구,404243 
동대문구,383876 
중랑구,401698 
성북구,473171 
강북구,335866 
도봉구,323460 
노원구,568320 
은평구,497419 
서대문구,384103 
마포구,442501 
양천구,428843 
강서구,585316 
구로구,405875 
금천구,213536 
영등포구,420664 
동작구,446836 
관악구,562041 
서초구,506814 
강남구,664637 
송파구,759437 
강동구,518711 
종로구,232514 
중구,187234 
용산구,261754 
성동구,346882 
광진구,403765 
동대문구,385321 
중랑구,400633 
성북구,473578 
강북구,334636 
도봉구,322242 
노원구,567324 
은평구,495570 
서대문구,384848 
마포구,442188 
양천구,428567 
강서구,586207 
구로구,405981 
금천구,213163 
영등포구,422927 
동작구,446169 
관악구,560822 
서초구,507816 
강남구,664653 
송파구,760004 
강동구,518479 
종로구,234947 
중구,187686 
용산구,267513 
성동구,349962 
광진구,404261 
동대문구,385313 
중랑구,396824 
성북구,472634 
강북구,330215 
도봉구,321206 
노원구,564912 
은평구,492350 
서대문구,385105 
마포구,444870 
양천구,427706 
강서구,587293 
구로구,403643 
금천구,211106 
영등포구,427494 
동작구,445311 
관악구,556712 
서초구,519293 
강남구,669998 
송파구,762005 
강동구,518779 
종로구,246526 
중구,201152 
용산구,277244 
성동구,354346 
광진구,402808 
동대문구,385302 
중랑구,389340 
성북구,468447 
강북구,322838 
도봉구,316554 
노원구,556542 
은평구,485397 
서대문구,386249 
마포구,447889 
양천구,421445 
강서구,586672 
구로구,402788 
금천구,212765 
영등포구,439265 
동작구,442497 
관악구,547655 
서초구,549154 
강남구,694529 
송파구,764302 
강동구,515082 
종로구,282576 
중구,246217 
용산구,298736 
성동구,366656 
광진구,402024 
동대문구,389989 
중랑구,376303 
성북구,458106 
강북구,309890 
도봉구,309339 
노원구,543364 
은평구,470314 
서대문구,390241 
마포구,453000 
양천구,406562 
강서구,579464 
구로구,408341 
금천구,219747 
영등포구,489133 
동작구,435497 
관악구,530602 
서초구,593707 
강남구,748045 
송파구,765042 
강동구,505169 
종로구,353713 
중구,360240 
용산구,322016 
성동구,381119 
광진구,383978 
동대문구,390612 
중랑구,347206 
성북구,441806 
강북구,289913 
도봉구,289215 
노원구,516171 
은평구,428470 
서대문구,403211 
마포구,469364 
양천구,382160 
강서구,551433 
구로구,409504 
금천구,247832 
영등포구,545488 
동작구,414997 
관악구,483089 
서초구,658119 
강남구,876711 
송파구,761460 
강동구,474054 
종로구,404619 
중구,426179 
용산구,333415 
성동구,379965 
광진구,372164 
동대문구,388198 
중랑구,329708 
성북구,430037 
강북구,278523 
도봉구,275614 
노원구,503468 
은평구,405383 
서대문구,412984 
마포구,488188 
양천구,367223 
강서구,534533 
구로구,408601 
금천구,260101 
영등포구,566646 
동작구,397255 
관악구,451521 
서초구,704955 
강남구,986555 
송파구,756530 
강동구,457472 
종로구,434532 
중구,463913 
용산구,335660 
성동구,377456 
광진구,368911 
동대문구,390973 
중랑구,322429 
성북구,427184 
강북구,272771 
도봉구,268033 
노원구,496034 
은평구,392458 
서대문구,422398 
마포구,498353 
양천구,359457 
강서구,526788 
구로구,404053 
금천구,263438 
영등포구,574783 
동작구,390479 
관악구,438901 
서초구,726642 
강남구,1036501 
송파구,752435 
강동구,448871 
종로구,457950 
중구,487510 
용산구,338376 
성동구,375623 
광진구,367224 
동대문구,391885 
중랑구,318187 
성북구,427254 
강북구,268813 
도봉구,262736 
노원구,490290 
은평구,383490 
서대문구,426362 
마포구,505265 
양천구,354376 
강서구,520109 
구로구,400695 
금천구,264027 
영등포구,581242 
동작구,386505 
관악구,431227 
서초구,744262 
강남구,1066294 
송파구,748480 
강동구,441766 
종로구,472155 
중구,504054 
용산구,340201 
성동구,373250 
광진구,366192 
동대문구,394875 
중랑구,314239 
성북구,425673 
강북구,266920 
도봉구,260800 
노원구,485924 
은평구,379080 
서대문구,425432 
마포구,511025 
양천구,351416 
강서구,515620 
구로구,400426 
금천구,265020 
영등포구,581798 
동작구,386715 
관악구,425996 
서초구,754973 
강남구,1086151 
송파구,751126 
강동구,436369 
종로구,477344 
중구,513664 
용산구,342606 
성동구,373678 
광진구,366688 
동대문구,395982 
중랑구,312289 
성북구,425585 
강북구,264759 
도봉구,258678 
노원구,485886 
은평구,375434 
서대문구,429280 
마포구,515184 
양천구,352251 
강서구,513581 
구로구,398359 
금천구,266518 
영등포구,583822 
동작구,387076 
관악구,421713 
서초구,762211 
강남구,1101680 
송파구,752726 
강동구,434163 
종로구,479264 
중구,512738 
용산구,344635 
성동구,374895 
광진구,365661 
동대문구,398422 
중랑구,312102 
성북구,424127 
강북구,264141 
도봉구,258913 
노원구,485722 
은평구,375053 
서대문구,429510 
마포구,515722 
양천구,355200 
강서구,510913 
구로구,398235 
금천구,266197 
영등포구,582785 
동작구,387826 
관악구,421876 
서초구,762365 
강남구,1104964 
송파구,757301 
강동구,436142 
종로구,471183 
중구,501983 
용산구,345463 
성동구,377142 
광진구,367557 
동대문구,396615 
중랑구,315593 
성북구,423822 
강북구,266946 
도봉구,258712 
노원구,487478 
은평구,379728 
서대문구,421551 
마포구,519276 
양천구,358114 
강서구,513034 
구로구,400300 
금천구,267656 
영등포구,580925 
동작구,389712 
관악구,426561 
서초구,756960 
강남구,1097708 
송파구,756631 
강동구,440232 
종로구,451200 
중구,479862 
용산구,340350 
성동구,379237 
광진구,371888 
동대문구,393468 
중랑구,322212 
성북구,427763 
강북구,271751 
도봉구,262433 
노원구,488278 
은평구,385312 
서대문구,418135 
마포구,519842 
양천구,363120 
강서구,515749 
구로구,406355 
금천구,267243 
영등포구,578307 
동작구,392808 
관악구,431500 
서초구,750913 
강남구,1082873 
송파구,759350 
강동구,443022 
종로구,426151 
중구,450460 
용산구,338914 
성동구,380833 
광진구,378401 
동대문구,387209 
중랑구,330625 
성북구,429399 
강북구,276708 
도봉구,266868 
노원구,495671 
은평구,393406 
서대문구,412532 
마포구,523224 
양천구,370894 
강서구,518258 
구로구,415393 
금천구,264183 
영등포구,569520 
동작구,399554 
관악구,440769 
서초구,741513 
강남구,1054751 
송파구,763381 
강동구,449332 
종로구,386650 
중구,384002 
용산구,332200 
성동구,380997 
광진구,401400 
동대문구,383370 
중랑구,345913 
성북구,436870 
강북구,287061 
도봉구,276200 
노원구,510652 
은평구,414951 
서대문구,406369 
마포구,523677 
양천구,381057 
강서구,524002 
구로구,418019 
금천구,247909 
영등포구,546651 
동작구,413396 
관악구,459973 
서초구,712308 
강남구,993872 
송파구,770116 
강동구,461225 
종로구,354632 
중구,335302 
용산구,308529 
성동구,364586 
광진구,407714 
동대문구,382820 
중랑구,361269 
성북구,445952 
강북구,301181 
도봉구,285938 
노원구,529256 
은평구,434944 
서대문구,401166 
마포구,516081 
양천구,395254 
강서구,538305 
구로구,414468 
금천구,230725 
영등포구,506928 
동작구,422926 
관악구,487725 
서초구,666390 
강남구,910253 
송파구,771501 
강동구,477179 
종로구,327426 
중구,300414 
용산구,297059 
성동구,360448 
광진구,408672 
동대문구,382535 
중랑구,368531 
성북구,451559 
강북구,309452 
도봉구,293886 
노원구,540499 
은평구,449282 
서대문구,397296 
마포구,508562 
양천구,403865 
강서구,547561 
구로구,414598 
금천구,223331 
영등포구,487163 
동작구,430227 
관악구,503861 
서초구,630386 
강남구,854273 
송파구,766140 
강동구,486146 
종로구,297675 
중구,266306 
용산구,290861 
성동구,358027 
광진구,410780 
동대문구,382777 
중랑구,375009 
성북구,456227 
강북구,315926 
도봉구,301131 
노원구,548873 
은평구,462064 
서대문구,392108 
마포구,495992 
양천구,411654 
강서구,555871 
구로구,413850 
금천구,217142 
영등포구,470506 
동작구,434296 
관악구,520009 
서초구,600480 
강남구,804531 
송파구,765576 
강동구,493447 
종로구,265370 
중구,232815 
용산구,280664 
성동구,355686 
광진구,413818 
동대문구,384400 
중랑구,383210 
성북구,463242 
강북구,323996 
도봉구,310626 
노원구,554672 
은평구,475084 
서대문구,386993 
마포구,476517 
양천구,416552 
강서구,565539 
구로구,416520 
금천구,215810 
영등포구,455586 
동작구,440221 
관악구,536378 
서초구,563403 
강남구,743047 
송파구,763057 
강동구,503839 
종로구,241055 
중구,203064 
용산구,267286 
성동구,346097 
광진구,406184 
동대문구,382459 
중랑구,395758 
성북구,468831 
강북구,332169 
도봉구,317172 
노원구,561455 
은평구,489027 
서대문구,382611 
마포구,458037 
양천구,423230 
강서구,577679 
구로구,406515 
금천구,212740 
영등포구,430068 
동작구,444167 
관악구,553652 
서초구,521730 
강남구,697886 
송파구,756515 
강동구,515149 
종로구,234777 
중구,195818 
용산구,263366 
성동구,343560 
광진구,403866 
동대문구,382440 
중랑구,398278 
성북구,471199 
강북구,334601 
도봉구,319841 
노원구,565145 
은평구,492533 
서대문구,383267 
마포구,450015 
양천구,425629 
강서구,580787 
구로구,405957 
금천구,212105 
영등포구,424076 
동작구,444852 
관악구,556806 
서초구,511642 
강남구,680204 
송파구,756964 
강동구,517170 
종로구,231747 
중구,191887 
용산구,261333 
성동구,343803 
광진구,403556 
동대문구,382562 
중랑구,399739 
성북구,471219 
강북구,335224 
도봉구,321264 
노원구,566311 
은평구,494441 
서대문구,382935 
마포구,447449 
양천구,427006 
강서구,581795 
구로구,405976 
금천구,212415 
영등포구,421120 
동작구,445848 
관악구,558694 
서초구,508030 
강남구,670660 
송파구,757146 
강동구,518257 
종로구,229974 
중구,189131 
용산구,260901 
성동구,344240 
광진구,403703 
동대문구,383118 
중랑구,400424 
성북구,471913 
강북구,335809 
도봉구,322155 
노원구,566940 
은평구,495309 
서대문구,383195 
마포구,445283 
양천구,427907 
강서구,582530 
구로구,405861 
금천구,212483 
영등포구,420038 
동작구,446926 
관악구,559549 
서초구,505458 
강남구,664394 
송파구,756813 
강동구,518907 
종로구,229129 
중구,186994 
용산구,260263 
성동구,344685 
광진구,403659 
동대문구,383616 
중랑구,400736 
성북구,472494 
강북구,336222 
도봉구,322772 
노원구,567051 
은평구,496048 
서대문구,383442 
마포구,444179 
양천구,428185 
강서구,583289 
구로구,405999 
금천구,212671 
영등포구,419239 
동작구,447485 
관악구,559692 
서초구,504569 
강남구,661661 
송파구,756609 
강동구,518720 
종로구,231237 
중구,185958 
용산구,261607 
성동구,345805 
광진구,403232 
동대문구,385199 
중랑구,399911 
성북구,472609 
강북구,334600 
도봉구,322096 
노원구,566164 
은평구,494489 
서대문구,384250 
마포구,443760 
양천구,428128 
강서구,584453 
구로구,406460 
금천구,212100 
영등포구,421777 
동작구,446891 
관악구,558905 
서초구,505963 
강남구,661041 
송파구,756891 
강동구,518602 
종로구,233943 
중구,186270 
용산구,266903 
성동구,348975 
광진구,403325 
동대문구,385808 
중랑구,396558 
성북구,471519 
강북구,330427 
도봉구,320794 
노원구,563514 
은평구,491511 
서대문구,384866 
마포구,446142 
양천구,427066 
강서구,585801 
구로구,403653 
금천구,210191 
영등포구,426278 
동작구,446343 
관악구,554831 
서초구,515839 
강남구,667472 
송파구,758685 
강동구,518699 
종로구,245509 
중구,200270 
용산구,277760 
성동구,353714 
광진구,401313 
동대문구,386295 
중랑구,387950 
성북구,467889 
강북구,322583 
도봉구,315292 
노원구,556254 
은평구,484054 
서대문구,386140 
마포구,449205 
양천구,421554 
강서구,585662 
구로구,401384 
금천구,212032 
영등포구,437911 
동작구,443741 
관악구,545672 
서초구,543150 
강남구,691853 
송파구,762343 
강동구,515048 
종로구,281585 
중구,244620 
용산구,300693 
성동구,363064 
광진구,401327 
동대문구,390391 
중랑구,375654 
성북구,456716 
강북구,310560 
도봉구,308127 
노원구,543447 
은평구,469323 
서대문구,390711 
마포구,454141 
양천구,406281 
강서구,578432 
구로구,408241 
금천구,219019 
영등포구,485915 
동작구,437257 
관악구,528369 
서초구,589221 
강남구,743283 
송파구,763045 
강동구,503812 
종로구,351184 
중구,356437 
용산구,321028 
성동구,377749 
광진구,382846 
동대문구,389187 
중랑구,347201 
성북구,438462 
강북구,290901 
도봉구,288953 
노원구,515357 
은평구,429598 
서대문구,401136 
마포구,472378 
양천구,383388 
강서구,550161 
구로구,409362 
금천구,247016 
영등포구,541605 
동작구,414805 
관악구,484460 
서초구,651453 
강남구,873247 
송파구,761285 
강동구,474445 
종로구,401324 
중구,420974 
용산구,333143 
성동구,377097 
광진구,371365 
동대문구,388603 
중랑구,330880 
성북구,427251 
강북구,278628 
도봉구,276398 
노원구,503428 
은평구,406575 
서대문구,411593 
마포구,489223 
양천구,368586 
강서구,534350 
구로구,408696 
금천구,260864 
영등포구,557788 
동작구,397946 
관악구,453350 
서초구,700063 
강남구,979005 
송파구,758545 
강동구,458710 
종로구,435491 
중구,455345 
용산구,336527 
성동구,374878 
광진구,370522 
동대문구,390435 
중랑구,322209 
성북구,423211 
강북구,273303 
도봉구,268267 
노원구,495950 
은평구,394440 
서대문구,418178 
마포구,498488 
양천구,360545 
강서구,527187 
구로구,405246 
금천구,263986 
영등포구,564945 
동작구,392586 
관악구,441410 
서초구,723704 
강남구,1030845 
송파구,757118 
강동구,449062 
종로구,461144 
중구,483052 
용산구,338577 
성동구,371704 
광진구,367738 
동대문구,392819 
중랑구,317609 
성북구,421481 
강북구,270339 
도봉구,263369 
노원구,488444 
은평구,386262 
서대문구,421448 
마포구,504989 
양천구,354632 
강서구,519677 
구로구,400425 
금천구,265557 
영등포구,572659 
동작구,388062 
관악구,433619 
서초구,744206 
강남구,1060573 
송파구,754912 
강동구,441892 
종로구,476937 
중구,504502 
용산구,337898 
성동구,372048 
광진구,367973 
동대문구,393387 
중랑구,315122 
성북구,419229 
강북구,268029 
도봉구,259431 
노원구,483414 
은평구,380164 
서대문구,421935 
마포구,509858 
양천구,351796 
강서구,513852 
구로구,397863 
금천구,265984 
영등포구,576235 
동작구,386953 
관악구,428539 
서초구,755678 
강남구,1079934 
송파구,758452 
강동구,436926 
종로구,483280 
중구,514465 
용산구,341870 
성동구,371763 
광진구,366804 
동대문구,395706 
중랑구,311976 
성북구,418190 
강북구,265004 
도봉구,257599 
노원구,482029 
은평구,376231 
서대문구,424525 
마포구,515300 
양천구,351817 
강서구,511517 
구로구,396543 
금천구,267403 
영등포구,578205 
동작구,387672 
관악구,424997 
서초구,761323 
강남구,1094322 
송파구,766854 
강동구,434999 
종로구,482654 
중구,513360 
용산구,342951 
성동구,371197 
광진구,367992 
동대문구,397280 
중랑구,311852 
성북구,418153 
강북구,263796 
도봉구,257819 
노원구,482310 
은평구,376348 
서대문구,425984 
마포구,517706 
양천구,354132 
강서구,509723 
구로구,396543 
금천구,266233 
영등포구,579554 
동작구,388838 
관악구,422858 
서초구,763463 
강남구,1098580 
송파구,767240 
강동구,436461 
종로구,469368 
중구,502219 
용산구,345244 
성동구,375364 
광진구,371365 
동대문구,395827 
중랑구,314665 
성북구,420514 
강북구,266615 
도봉구,259213 
노원구,481955 
은평구,379716 
서대문구,422430 
마포구,518506 
양천구,359361 
강서구,510146 
구로구,401505 
금천구,266006 
영등포구,574837 
동작구,388125 
관악구,426959 
서초구,757826 
강남구,1095503 
송파구,764963 
강동구,438506 
종로구,449435 
중구,479327 
용산구,342512 
성동구,375636 
광진구,374459 
동대문구,393103 
중랑구,321057 
성북구,421948 
강북구,269680 
도봉구,261306 
노원구,486474 
