관서,발생건수
중구,8013
종로구,6782
중구,6021
서대문구,10315
종로구,6183
용산구,11483
성북구,7189
동대문구,13168
마포구,14216
영등포구,20317
성동구,9996
동작구,11315
광진구,14723
은평구,5760
강북구,11033
금천구,11998
중랑구,12683
강남구,21464
관악구,17221
강서구,16784
강동구,14013
성북구,5838
구로구,15521
서초구,16166
양천구,13670
송파구,18384
노원구,13379
서초구,5094
은평구,8164
도봉구,8290
강남구,13360
