관서,발생건수
종로구,6808
중구,6251
서대문구,10093
종로구,6211
용산구,11183
성북구,6089
동대문구,12963
마포구,14951
영등포구,20324
성동구,9349
동작구,10602
광진구,13873
은평구,4960
강북구,10781
금천구,12281
중랑구,12350
강남구,20670
관악구,15962
강서구,16205
강동구,12711
성북구,5281
구로구,16385
서초구,16471
양천구,12280
송파구,19893
노원구,12350
서초구,4676
은평구,6654
도봉구,7400
강남구,12672
