관서,발생건수
중구,9378
종로구,6229
중구,6634
서대문구,10017
종로구,6354
용산구,9137
성북구,6918
동대문구,13331
마포구,13258
영등포구,19118
성동구,8706
동작구,11999
광진구,13069
은평구,4761
강북구,10887
금천구,9694
중랑구,14624
강남구,21247
관악구,14648
강서구,16513
강동구,11912
성북구,5060
구로구,13168
서초구,15649
양천구,11852
송파구,19253
노원구,12017
서초구,5246
은평구,7290
도봉구,7749
강남구,12511
