지방청,관서,검거건수(2012년)
서울,서울지방경찰청,3435 
서울,서울중부경찰서,5336 
서울,서울종로경찰서,4162 
서울,서울남대문경찰서,3727 
서울,서울서대문경찰서,7677 
서울,서울혜화경찰서,4499 
서울,서울용산경찰서,7520 
서울,서울성북경찰서,5293 
서울,서울동대문경찰서,10030 
서울,서울마포경찰서,9973 
서울,서울영등포경찰서,13575 
서울,서울성동경찰서,7050 
서울,서울동작경찰서,7167 
서울,서울광진경찰서,10263 
서울,서울서부경찰서,4334 
서울,서울강북경찰서,8746 
서울,서울금천경찰서,8059 
서울,서울중랑경찰서,10578 
서울,서울강남경찰서,13444 
서울,서울관악경찰서,10692 
서울,서울강서경찰서,12374 
서울,서울강동경찰서,10814 
서울,서울종암경찰서,4180 
서울,서울구로경찰서,10023 
서울,서울서초경찰서,9352 
서울,서울양천경찰서,9362 
서울,서울송파경찰서,14201 
서울,서울노원경찰서,9598 
서울,서울방배경찰서,3611 
서울,서울은평경찰서,5867 
서울,서울도봉경찰서,6706 
서울,서울수서경찰서,8551 
부산,부산지방경찰청,1727 
부산,부산중부경찰서,3324 
부산,부산동래경찰서,8450 
부산,부산영도경찰서,3205 
부산,부산동부경찰서,4525 
부산,부산진경찰서,11767 
부산,부산서부경찰서,3609 
부산,부산남부경찰서,9394 
부산,부산해운대경찰서,11023 
부산,부산사상경찰서,7521 
부산,부산금정경찰서,7932 
부산,부산사하경찰서,7793 
부산,부산연제경찰서,6893 
부산,부산강서경찰서,3061 
부산,부산북부경찰서,6316 
부산,부산기장경찰서,3757 
대구,대구지방경찰청,1263 
대구,대구중부경찰서,7322 
대구,대구동부경찰서,9886 
대구,대구서부경찰서,7448 
대구,대구남부경찰서,5814 
대구,대구북부경찰서,12070 
대구,대구수성경찰서,11902 
대구,대구달서경찰서,7044 
대구,대구성서경찰서,10025 
대구,대구달성경찰서,3937 
인천,인천지방경찰청,1200 
인천,인천중부경찰서,6360 
인천,인천남부경찰서,12995 
인천,인천남동경찰서,13338 
인천,인천부평경찰서,7573 
인천,인천삼산경찰서,6000 
인천,인천서부경찰서,10119 
인천,인천계양경찰서,7699 
인천,인천연수경찰서,6199 
인천,인천강화경찰서,1304 
광주,광주지방경찰청,447 
광주,광주동부경찰서,5676 
광주,광주서부경찰서,12822 
광주,광주남부경찰서,5263 
광주,광주북부경찰서,14892 
광주,광주광산경찰서,12145 
대전,대전지방경찰청,743 
대전,대전중부경찰서,6452 
대전,대전동부경찰서,5492 
대전,대전서부경찰서,4340 
대전,대전대덕경찰서,4255 
대전,대전둔산경찰서,9369 
울산,울산지방경찰청,498 
울산,울산중부경찰서,8423 
울산,울산남부경찰서,10645 
울산,울산동부경찰서,4538 
울산,울산울주경찰서,5572 
경기,경기지방경찰청,1846 
경기,경기수원중부경찰서,9736 
경기,경기수원남부경찰서,12149 
경기,경기수원서부경찰서,7129 
경기,경기안양동안경찰서,7197 
경기,경기안양만안경찰서,6570 
경기,경기군포경찰서,5848 
경기,경기성남수정경찰서,6843 
경기,경기성남중원경찰서,7669 
경기,경기분당경찰서,8018 
경기,경기부천소사경찰서,4984 
경기,경기부천원미경찰서,14328 
경기,경기부천오정경찰서,4388 
경기,경기의정부경찰서,11879 
경기,경기고양경찰서,9144 
경기,경기일산동부경찰서,12336 
경기,경기광명경찰서,6202 
경기,경기안산단원경찰서,10505 
경기,경기안산상록경찰서,8696 
경기,경기시흥경찰서,13817 
경기,경기평택경찰서,13690 
경기,경기남양주경찰서,11650 
경기,경기화성동부경찰서,9961 
경기,경기화성서부경찰서,6913 
경기,경기용인동부경찰서,9670 
경기,경기용인서부경찰서,5378 
경기,경기광주경찰서,6857 
경기,경기파주경찰서,8796 
경기,경기김포경찰서,7121 
경기,경기과천경찰서,1407 
경기,경기의왕경찰서,2592 
경기,경기양주경찰서,4816 
경기,경기동두천경찰서,2673 
경기,경기구리경찰서,6132 
경기,경기하남경찰서,3358 
경기,경기이천경찰서,5528 
경기,경기포천경찰서,5071 
경기,경기안성경찰서,4929 
경기,경기여주경찰서,2485 
경기,경기양평경찰서,2420 
경기,경기가평경찰서,2201 
경기,경기연천경찰서,1239 
강원,강원지방경찰청,475 
강원,강원춘천경찰서,8620 
강원,강원강릉경찰서,6218 
강원,강원원주경찰서,12043 
강원,강원동해경찰서,2540 
강원,강원태백경찰서,1256 
강원,강원속초경찰서,3647 
강원,강원삼척경찰서,1783 
강원,강원영월경찰서,894 
강원,강원정선경찰서,1568 
강원,강원홍천경찰서,1952 
강원,강원평창경찰서,1235 
강원,강원횡성경찰서,979 
강원,강원고성경찰서,774 
강원,강원인제경찰서,631 
강원,강원철원경찰서,894 
강원,강원화천경찰서,398 
강원,강원양구경찰서,390 
충북,충북지방경찰청,457 
충북,충북청주흥덕경찰서,8942 
충북,충북청주상당경찰서,4552 
충북,충북청주청원경찰서,5738 
충북,충북충주경찰서,5416 
충북,충북제천경찰서,3734 
충북,충북영동경찰서,933 
충북,충북괴산경찰서,1319 
충북,충북단양경찰서,666 
충북,충북보은경찰서,615 
충북,충북옥천경찰서,1043 
충북,충북음성경찰서,2915 
충북,충북진천경찰서,1748 
충남,충남지방경찰청,381 
충남,충남천안서북경찰서,8488 
충남,충남천안동남경찰서,6491 
충남,충남서산경찰서,4929 
충남,충남논산경찰서,3027 
충남,충남아산경찰서,5344 
충남,충남공주경찰서,2723 
충남,충남보령경찰서,2833 
충남,충남당진경찰서,3993 
충남,충남세종경찰서,1734 
충남,충남홍성경찰서,2099 
충남,충남예산경찰서,1591 
충남,충남부여경찰서,1338 
충남,충남서천경찰서,1600 
충남,충남금산경찰서,1277 
충남,충남청양경찰서,602 
전북,전북지방경찰청,415 
전북,전북전주완산경찰서,9330 
전북,전북전주덕진경찰서,8378 
전북,전북군산경찰서,7934 
전북,전북익산경찰서,9581 
전북,전북정읍경찰서,2762 
전북,전북남원경찰서,2275 
