지방청,관서,검거건수(2010년)
서울,서울지방경찰청,3191 
서울,서울중부경찰서,8145 
서울,서울종로경찰서,4808 
서울,서울남대문경찰서,4366 
서울,서울서대문경찰서,8560 
서울,서울혜화경찰서,5481 
서울,서울용산경찰서,7257 
서울,서울성북경찰서,5933 
서울,서울동대문경찰서,10838 
서울,서울마포경찰서,11028 
서울,서울영등포경찰서,14613 
서울,서울성동경찰서,7899 
서울,서울동작경찰서,9835 
서울,서울광진경찰서,10954 
서울,서울서부경찰서,4625 
서울,서울강북경찰서,8929 
서울,서울금천경찰서,8243 
서울,서울중랑경찰서,12937 
서울,서울강남경찰서,14243 
서울,서울관악경찰서,11601 
서울,서울강서경찰서,13300 
서울,서울강동경찰서,11193 
서울,서울종암경찰서,4507 
서울,서울구로경찰서,10402 
서울,서울서초경찰서,10404 
서울,서울양천경찰서,9543 
서울,서울송파경찰서,15974 
서울,서울노원경찰서,10641 
서울,서울방배경찰서,4616 
서울,서울은평경찰서,6351 
서울,서울도봉경찰서,6759 
서울,서울수서경찰서,9449 
부산,부산지방경찰청,1359 
부산,부산중부경찰서,4622 
부산,부산동래경찰서,9612 
부산,부산영도경찰서,3889 
부산,부산동부경찰서,5637 
부산,부산진경찰서,14664 
부산,부산서부경찰서,4070 
부산,부산남부경찰서,11496 
부산,부산해운대경찰서,14848 
부산,부산사상경찰서,7938 
부산,부산금정경찰서,7933 
부산,부산사하경찰서,8662 
부산,부산연제경찰서,7560 
부산,부산강서경찰서,3307 
부산,부산북부경찰서,7490 
부산,부산기장경찰서,171 
대구,대구지방경찰청,556 
대구,대구중부경찰서,6832 
대구,대구동부경찰서,11590 
대구,대구서부경찰서,10303 
대구,대구남부경찰서,8149 
대구,대구북부경찰서,12914 
대구,대구수성경찰서,12428 
대구,대구달서경찰서,8674 
대구,대구성서경찰서,9840 
대구,대구달성경찰서,3876 
인천,인천지방경찰청,1142 
인천,인천중부경찰서,6716 
인천,인천남부경찰서,14417 
인천,인천남동경찰서,13195 
인천,인천부평경찰서,7084 
인천,인천삼산경찰서,7490 
인천,인천서부경찰서,10604 
인천,인천계양경찰서,10028 
인천,인천연수경찰서,7278 
인천,인천강화경찰서,1518 
광주,광주지방경찰청,295 
광주,광주동부경찰서,6370 
광주,광주서부경찰서,12308 
광주,광주남부경찰서,6067 
광주,광주북부경찰서,15515 
광주,광주광산경찰서,11344 
대전,대전지방경찰청,683 
대전,대전중부경찰서,8058 
대전,대전동부경찰서,7652 
대전,대전서부경찰서,6806 
대전,대전대덕경찰서,7133 
대전,대전둔산경찰서,10182 
울산,울산지방경찰청,529 
울산,울산중부경찰서,10273 
울산,울산남부경찰서,13294 
울산,울산동부경찰서,4703 
울산,울산울주경찰서,5368 
경기,경기지방경찰청,2279 
경기,경기수원중부경찰서,10441 
경기,경기수원남부경찰서,12075 
경기,경기수원서부경찰서,8888 
경기,경기안양동안경찰서,10202 
경기,경기안양만안경찰서,2799 
경기,경기군포경찰서,5726 
경기,경기성남수정경찰서,7819 
경기,경기성남중원경찰서,7859 
경기,경기분당경찰서,7476 
경기,경기부천소사경찰서,7676 
경기,경기부천원미경찰서,13958 
경기,경기부천오정경찰서,1699 
경기,경기의정부경찰서,13050 
경기,경기고양경찰서,10055 
경기,경기일산경찰서,12340 
경기,경기광명경찰서,6585 
경기,경기안산단원경찰서,11222 
경기,경기안산상록경찰서,8626 
경기,경기시흥경찰서,13311 
경기,경기평택경찰서,12906 
경기,경기남양주경찰서,12274 
경기,경기화성동부경찰서,8731 
경기,경기화성서부경찰서,7776 
경기,경기용인동부경찰서,11815 
경기,경기용인서부경찰서,1657 
경기,경기광주경찰서,6894 
경기,경기파주경찰서,9345 
경기,경기김포경찰서,7297 
경기,경기과천경찰서,1707 
경기,경기의왕경찰서,2456 
경기,경기양주경찰서,4424 
경기,경기동두천경찰서,3054 
경기,경기구리경찰서,6101 
경기,경기하남경찰서,3547 
경기,경기이천경찰서,6289 
경기,경기포천경찰서,5602 
경기,경기안성경찰서,4978 
경기,경기여주경찰서,3103 
경기,경기양평경찰서,2855 
경기,경기가평경찰서,1889 
경기,경기연천경찰서,1385 
강원,강원지방경찰청,392 
강원,강원춘천경찰서,9329 
강원,강원강릉경찰서,7443 
강원,강원원주경찰서,10832 
강원,강원동해경찰서,2676 
강원,강원태백경찰서,1280 
강원,강원속초경찰서,3801 
강원,강원삼척경찰서,2061 
강원,강원영월경찰서,907 
강원,강원정선경찰서,1258 
강원,강원홍천경찰서,2134 
강원,강원평창경찰서,1194 
강원,강원횡성경찰서,1329 
강원,강원고성경찰서,824 
강원,강원인제경찰서,880 
강원,강원철원경찰서,1163 
강원,강원화천경찰서,444 
강원,강원양구경찰서,513 
충북,충북지방경찰청,585 
충북,충북청주흥덕경찰서,15532 
충북,충북청주청원경찰서,8674 
충북,충북충주경찰서,6359 
충북,충북제천경찰서,3858 
