지방청,관서,검거건수(2015년)
서울,서울지방경찰청,6069 
서울,서울중부경찰서,5417 
서울,서울종로경찰서,4372 
서울,서울남대문경찰서,3956 
서울,서울서대문경찰서,7665 
서울,서울혜화경찰서,4437 
서울,서울용산경찰서,8362 
서울,서울성북경찰서,5063 
서울,서울동대문경찰서,10156 
서울,서울마포경찰서,11006 
서울,서울영등포경찰서,14290 
서울,서울성동경찰서,7105 
서울,서울동작경찰서,7556 
서울,서울광진경찰서,10060 
서울,서울서부경찰서,3847 
서울,서울강북경찰서,8689 
서울,서울금천경찰서,7722 
서울,서울중랑경찰서,9717 
서울,서울강남경찰서,14407 
서울,서울관악경찰서,11152 
서울,서울강서경찰서,12821 
서울,서울강동경찰서,9469 
서울,서울종암경찰서,3881 
서울,서울구로경찰서,10569 
서울,서울서초경찰서,10874 
서울,서울양천경찰서,9059 
서울,서울송파경찰서,14777 
서울,서울노원경찰서,9409 
서울,서울방배경찰서,3547 
서울,서울은평경찰서,5234 
서울,서울도봉경찰서,5899 
서울,서울수서경찰서,9201 
부산,부산지방경찰청,2195 
부산,부산중부경찰서,3668 
부산,부산동래경찰서,8560 
부산,부산영도경찰서,3538 
부산,부산동부경찰서,4653 
부산,부산진경찰서,13617 
부산,부산서부경찰서,3812 
부산,부산남부경찰서,11909 
부산,부산해운대경찰서,10235 
부산,부산사상경찰서,8147 
부산,부산금정경찰서,7694 
부산,부산사하경찰서,8054 
부산,부산연제경찰서,8166 
부산,부산강서경찰서,3569 
부산,부산북부경찰서,7027 
부산,부산기장경찰서,3879 
대구,대구지방경찰청,1235 
대구,대구중부경찰서,6603 
대구,대구동부경찰서,10540 
대구,대구서부경찰서,8328 
대구,대구남부경찰서,6131 
대구,대구북부경찰서,6865 
대구,대구수성경찰서,11274 
대구,대구달서경찰서,7887 
대구,대구성서경찰서,10045 
대구,대구달성경찰서,4430 
대구,대구강북경찰서,6703 
인천,인천지방경찰청,1873 
인천,인천중부경찰서,7009 
인천,인천남부경찰서,13982 
인천,인천남동경찰서,14959 
인천,인천부평경찰서,8014 
인천,인천삼산경찰서,7268 
인천,인천서부경찰서,12647 
인천,인천계양경찰서,7395 
인천,인천연수경찰서,7009 
인천,인천강화경찰서,1560 
광주,광주지방경찰청,600 
광주,광주동부경찰서,5217 
광주,광주서부경찰서,12921 
광주,광주남부경찰서,5699 
광주,광주북부경찰서,14265 
광주,광주광산경찰서,11984 
대전,대전지방경찰청,701 
대전,대전중부경찰서,8530 
대전,대전동부경찰서,7051 
대전,대전서부경찰서,5631 
대전,대전대덕경찰서,4941 
대전,대전둔산경찰서,11530 
대전,대전유성경찰서,1556 
울산,울산지방경찰청,645 
울산,울산중부경찰서,10776 
울산,울산남부경찰서,12811 
울산,울산동부경찰서,5783 
울산,울산울주경찰서,7431 
경기,경기지방경찰청,2700 
경기,경기수원중부경찰서,12847 
경기,경기수원남부경찰서,16093 
경기,경기수원서부경찰서,8795 
경기,경기안양동안경찰서,8339 
경기,경기안양만안경찰서,6722 
경기,경기군포경찰서,6077 
경기,경기성남수정경찰서,7396 
경기,경기성남중원경찰서,7959 
경기,경기분당경찰서,9645 
경기,경기부천소사경찰서,5288 
경기,경기부천원미경찰서,16575 
경기,경기부천오정경찰서,5302 
경기,경기의정부경찰서,12633 
경기,경기고양경찰서,10574 
경기,경기일산경찰서,14412 
경기,경기광명경찰서,8004 
경기,경기안산단원경찰서,14560 
경기,경기안산상록경찰서,11711 
경기,경기시흥경찰서,16106 
경기,경기평택경찰서,16979 
경기,경기남양주경찰서,14426 
경기,경기화성동부경찰서,12083 
경기,경기화성서부경찰서,8414 
경기,경기용인동부경찰서,12126 
경기,경기용인서부경찰서,6445 
경기,경기광주경찰서,8549 
경기,경기파주경찰서,11620 
경기,경기김포경찰서,8854 
경기,경기과천경찰서,1493 
경기,경기의왕경찰서,2893 
경기,경기양주경찰서,6132 
경기,경기동두천경찰서,2987 
경기,경기구리경찰서,6354 
경기,경기하남경찰서,4027 
경기,경기이천경찰서,5871 
경기,경기포천경찰서,5926 
경기,경기안성경찰서,6178 
경기,경기여주경찰서,3589 
경기,경기양평경찰서,3056 
경기,경기가평경찰서,2561 
